"","dob","in_custody","out_custody","decile_score"
"713",0.65892,0.96077,1,9
"714",0.60078,0.94126,0.94129,10
"715",0.37788,0.73249,0.73323,9
"716",0.55464,0.77188,0.80062,3
"717",0.46749,0.70932,0.71255,9
"718",0.45074,0.664,0.67277,8
"719",0.46306,0.8445,0.86204,7
"720",0.35523,0.77322,0.78084,7
"721",0.64143,0.86592,0.8858,10
"722",0.61348,0.93686,0.96118,9
"723",0.5933,0.89059,0.91791,10
"724",0.76175,0.94604,0.95173,8
"725",0.50686,0.71446,0.71678,7
"726",0.39974,0.64905,0.65239,6
"727",0.65214,0.8554,0.92061,10
"728",0.55879,0.72896,0.75068,9
"729",0.55019,0.74659,0.76615,9
"730",0.69733,0.94667,0.95173,9
"731",0.39321,0.85215,0.85332,10
"732",0.38288,0.83231,0.85704,6
"733",0.75415,0.95164,1,8
"734",0.52672,0.82384,0.84004,9
"735",0.55879,0.95451,1,9
"736",0.57267,0.85775,0.86794,9
"737",0.38917,0.80529,0.82089,5
"738",0.46287,0.76208,0.78377,8
"739",0.49546,0.67935,0.68389,6
"740",0.47555,0.75773,0.77352,8
"741",0.4388,0.71432,0.71943,6
"742",0.72937,0.94744,0.96164,8
"743",0.64534,0.82505,0.83081,9
"744",0.74473,0.94432,1,9
"745",0.63184,0.88351,0.89438,10
"746",0.71009,0.90498,0.92072,9
"747",0.47443,0.73511,0.74333,6
"748",0.43028,0.89578,0.90993,3
"749",0.52912,0.84816,0.85584,5
"750",0.53683,0.9025,0.93438,8
"751",0.36586,0.8428,0.85171,5
"752",0.57453,0.91009,0.92993,6
"753",0.74702,0.95738,1,10
"754",0.73306,0.95834,1,8
"755",0.49664,0.88427,0.92536,8
"756",0.48574,0.75156,0.75634,9
"757",0.5244,0.73585,0.73836,9
"758",0.4499,0.69957,0.70134,4
"759",0.68768,0.90192,0.91515,10
"760",0.66774,0.95031,1,9
"761",0.55019,0.74126,0.74948,7
"762",0.66766,0.95503,1,10
"763",0.62504,0.95394,1,10
"764",0.62906,0.7998,0.81559,10
"765",0.35988,0.82671,0.84256,3
"766",0.65244,0.88179,0.89075,9
"767",0.44807,0.88064,0.89187,8
"768",0.66974,0.95566,1,10
"769",0.43154,0.7544,0.76464,9
"770",0.52016,0.79975,0.82535,6
"771",0.64518,0.86788,0.89501,9
"772",0.38876,0.71656,0.72601,4
"773",0.44965,0.83996,0.84701,6
"774",0.59283,0.80611,0.83283,8
"775",0.64586,0.96249,1,10
"776",0.74317,0.9505,0.95842,5
"777",0.45831,0.78063,0.78538,10
"778",0.54103,0.72599,0.72823,9
"779",0.60742,0.7986,0.82237,10
"780",0.29868,0.57395,0.59174,6
"781",0.59231,0.82868,0.83688,9
"782",0.65676,0.95427,1,2
"783",0.54232,0.75713,0.76022,9
"784",0.46541,0.64635,0.66034,7
"785",0.61603,0.93763,0.93864,10
"786",0.65654,0.87816,0.91301,10
"787",0.65201,0.86474,0.87982,8
"788",0.44807,0.70853,0.71255,8
"789",0.44288,0.95446,1,5
"790",0.48011,0.67927,0.69053,7
"791",0.4932,0.75082,0.7547,8
"792",0.36742,0.71356,0.91774,7
"793",0.54527,0.73817,0.75497,10
"794",0.41829,0.88624,0.91728,6
"795",0.56133,0.80458,0.81633,8
"796",0.57177,0.82882,0.85747,9
"797",0.48011,0.91763,0.92028,7
"798",0.52385,0.96082,1,7
"799",0.40933,0.72533,0.81488,6
"800",0.45831,0.84264,0.86283,10
"801",0.52765,0.77896,0.81682,4
"802",0.43588,0.89143,0.90487,2
"803",0.54652,0.71828,0.72115,5
"804",0.60466,0.87474,0.88231,8
"805",0.61603,0.82289,0.83617,10
"806",0.57666,0.91315,0.92662,9
"807",0.69902,0.96,1,10
"808",0.46306,0.69823,0.72727,4
"809",0.49852,0.68085,0.69293,9
"810",0.41427,0.8369,0.84054,5
"811",0.34417,0.94184,1,1
"812",0.33849,0.88389,0.89089,7
"813",0.40542,0.629,0.6302,6
"814",0.61909,0.88906,0.91862,10
"815",0.50358,0.94987,0.96192,6
"816",0.75762,0.95886,1,9
"817",0.49842,0.81704,0.83649,6
"818",0.35217,0.912,0.91599,9
"819",0.67637,0.94662,1,6
"820",0.35988,0.87433,0.88441,7
"821",0.43941,0.82595,0.91217,6
"822",0.66752,0.88504,0.89064,8
"823",0.49989,0.88561,0.89154,6
"824",0.70468,0.91373,0.914,10
"825",0.42449,0.86633,0.86889,10
"826",0.6805,0.95561,1,4
"827",0.47443,0.87051,0.87324,6
"828",0.49145,0.73435,0.75372,7
"829",0.31453,0.77221,0.85379,9
"830",0.34491,0.68596,0.68809,7
"831",0.66597,0.90173,0.91203,10
"832",0.48276,0.94987,0.95798,6
"833",0.58944,0.9187,0.92528,10
"834",0.49413,0.82887,0.84439,6
"835",0.46014,0.69921,0.77322,2
"836",0.38624,0.71123,0.73915,9
"837",0.51046,0.94738,0.95995,1
"838",0.34698,0.83723,0.84204,8
"839",0.51931,0.84972,0.86215,9
"840",0.74798,0.96044,1,9
"841",0.64791,0.87439,0.91528,10
"842",0.68678,0.91206,0.91684,8
"843",0.42285,0.6896,0.70514,3
"844",0.3681,0.66463,0.67102,8
"845",0.42072,0.9396,0.94449,5
"846",0.36706,0.68031,0.6837,4
"847",0.4493,0.84827,0.85966,8
"848",0.65976,0.91381,0.92034,6
"849",0.62092,0.92987,0.93285,7
"850",0.48604,0.75445,0.77737,6
"851",0.57565,0.84914,0.85278,6
"852",0.70219,0.96153,1,10
"853",0.34698,0.69539,0.70017,8
"854",0.35589,0.79349,0.81756,9
"855",0.75404,0.9491,1,10
"856",0.50413,0.85887,0.87261,3
"857",0.7317,0.96063,1,10
"858",0.64105,0.86324,0.87012,10
"859",0.38214,0.73194,0.73806,8
"860",0.47659,0.89518,0.90476,9
"861",0.61622,0.87474,0.89039,6
"862",0.4358,0.77109,0.78289,7
"863",0.64829,0.81849,0.85111,10
"864",0.71306,0.94744,1,8
"865",0.55193,0.86611,0.88258,5
"866",0.49546,0.77871,0.78795,6
"867",0.59231,0.95752,1,9
"868",0.55527,0.77647,0.78808,3
"869",0.4281,0.62094,0.63493,8
"870",0.57193,0.83518,0.86758,4
"871",0.65657,0.87977,0.87977,9
"872",0.55652,0.81415,0.81436,7
"873",0.39029,0.81619,0.86277,5
"874",0.44326,0.75981,0.76743,4
"875",0.5671,0.86725,0.87029,2
"876",0.3115,0.90632,0.93998,1
"877",0.61603,0.78871,0.80658,10
"878",0.3637,0.72861,0.73282,8
"879",0.71866,0.94643,0.96,9
"880",0.60843,0.94525,0.94531,6
"881",0.71599,0.93692,0.94607,10
"882",0.50817,0.72044,0.72364,10
"883",0.42137,0.67471,0.67523,5
"884",0.59559,0.87897,0.88449,10
"885",0.65187,0.89712,0.90739,10
"886",0.39414,0.66206,0.67151,7
"887",0.51893,0.87111,0.87906,7
"888",0.70296,0.95637,1,4
"889",0.37693,0.74148,0.76197,6
"890",0.47448,0.65908,0.68118,9
"891",0.43796,0.7627,0.78795,3
"892",0.59067,0.7768,0.7827,7
"893",0.57144,0.934,0.94271,9
"894",0.58136,0.95235,1,10
"895",0.76404,0.9579,1,9
"896",0.46585,0.87897,0.88397,5
"897",0.52516,0.75104,0.76044,8
"898",0.46749,0.7288,0.73282,9
"899",0.34491,0.912,0.92446,7
"900",0.44913,0.90474,0.90624,5
"901",0.51792,0.72926,0.7786,7
"902",0.73629,0.95694,1,9
"903",0.66919,0.88794,0.89539,10
"904",0.6231,0.90058,0.9078,9
"905",0.59422,0.76096,0.77344,8
"906",0.71681,0.95561,0.96153,4
"907",0.38214,0.67509,0.68503,8
"908",0.6546,0.85575,0.88523,10
"909",0.58013,0.85999,0.88859,10
"910",0.69539,0.94766,0.94766,10
"911",0.46585,0.83398,0.84138,5
"912",0.65438,0.93577,0.94094,9
"913",0.52224,0.78426,0.79887,9
"914",0.47651,0.89479,0.90108,8
"915",0.49667,0.71716,0.72096,7
"916",0.66897,0.95853,1,9
"917",0.4358,0.81641,0.83212,7
"918",0.51727,0.78661,0.79065,9
"919",0.45454,0.74601,0.76866,10
"920",0.43796,0.80458,0.83532,3
"921",0.72323,0.95369,0.9626,9
"922",0.61974,0.94394,1,1
"923",0.73077,0.95235,0.96093,8
"924",0.45454,0.86198,0.8731,10
"925",0.64619,0.8378,0.85581,9
"926",0.44815,0.67105,0.67968,9
"927",0.40818,0.85559,0.88903,6
"928",0.47192,0.88294,0.89288,7
"929",0.46268,0.84928,0.89646,6
"930",0.44938,0.89878,0.92441,2
"931",0.50953,0.77705,0.77912,6
"932",0.34633,0.83207,0.84469,2
"933",0.60152,0.84029,0.85048,8
"934",0.35988,0.95886,1,7
"935",0.5771,0.78598,0.83081,7
"936",0.75066,0.95924,1,9
"937",0.47227,0.76705,0.81333,7
"938",0.4903,0.654,0.66222,9
"939",0.34698,0.7114,0.71541,8
"940",0.71312,0.9373,0.96257,9
"941",0.45454,0.77284,0.78054,10
"942",0.52273,0.79229,0.84586,3
"943",0.60879,0.93309,0.94577,10
"944",0.34327,0.58485,0.70697,3
"945",0.44807,0.69154,0.69798,8
"946",0.43156,0.65362,0.66348,5
"947",0.59223,0.78008,0.80715,5
"948",0.65056,0.88832,0.93017,10
"949",0.53907,0.72558,0.72918,10
"950",0.49724,0.80322,0.81043,9
"951",0.7329,0.90996,0.91851,10
"952",0.67602,0.9034,0.91067,10
"953",0.61348,0.86859,0.87482,9
"954",0.48413,0.9493,1,8
"955",0.38859,0.80338,0.82333,9
"956",0.43055,0.90231,0.90345,5
"957",0.4069,0.74945,0.75986,7
"958",0.3855,0.68443,0.68719,9
"959",0.71014,0.899,0.90449,8
"960",0.52505,0.89733,0.90965,4
"961",0.74508,0.96115,1,9
"962",0.53442,0.82251,0.83043,8
"963",0.58969,0.90058,0.93419,9
"964",0.40952,0.72924,0.73205,8
"965",0.39638,0.81122,0.82434,8
"966",0.63184,0.94744,0.9511,10
"967",0.63272,0.89097,0.91512,10
"968",0.52344,0.71886,0.72156,5
"969",0.74863,0.93883,1,10
"970",0.76554,0.95178,1,9
"971",0.61838,0.83723,0.85865,10
"972",0.52232,0.72025,0.72306,6
"973",0.59223,0.89083,0.8911,5
"974",0.40113,0.73399,0.73462,8
"975",0.63023,0.86234,0.88321,6
"976",0.41856,0.68771,0.6902,5
"977",0.35523,0.89498,0.90853,7
"978",0.76574,0.95929,1,4
"979",0.49699,0.94361,0.94951,7
"980",0.48604,0.72574,0.75445,6
"981",0.70372,0.94738,0.95145,8
"982",0.5774,0.82499,0.8266,9
"983",0.76109,0.95968,1,10
"984",0.46817,0.95547,1,6
"985",0.47227,0.88701,0.92607,7
"986",0.35144,0.77451,0.79877,9
"987",0.44288,0.66935,0.67321,4
"988",0.46749,0.67334,0.68162,9
"989",0.65602,0.87663,0.88466,5
"990",0.44807,0.86004,0.87113,8
"991",0.37632,0.80805,0.84119,5
"992",0.33464,0.74893,0.79207,9
"993",0.65848,0.88045,0.92487,5
"994",0.47899,0.69271,0.69361,9
"995",0.61878,0.87534,0.89722,9
"996",0.44815,0.69591,0.78907,9
"997",0.46533,0.72465,0.73036,5
"998",0.60176,0.84493,0.93512,10
"999",0.73568,0.94858,0.95591,10
"1000",0.38288,0.89097,0.93285,6
"1001",0.36742,0.93342,0.94858,7
"1002",0.40258,0.73874,0.74123,8
"1003",0.33414,0.71907,0.72153,7
"1004",0.66151,0.87936,0.89386,9
"1005",0.59119,0.78833,0.79734,7
"1006",0.75973,0.96192,1,7
"1007",0.46192,0.74396,0.76956,6
"1008",0.56406,0.78429,0.80972,7
"1009",0.4069,0.70337,0.70582,7
"1010",0.55852,0.90053,0.93859,9
"1011",0.54674,0.7965,0.80374,7
"1012",0.52565,0.8522,0.86706,4
"1013",0.33464,0.65998,0.69902,9
"1014",0.71205,0.94184,1,10
"1015",0.44675,0.71014,0.71312,5
"1016",0.6646,0.90397,0.93091,10
"1017",0.41512,0.66632,0.67381,9
"1018",0.49664,0.69804,0.70225,8
"1019",0.67288,0.94088,0.94484,10
"1020",0.39269,0.88523,0.90067,4
"1021",0.60772,0.8327,0.84231,8
"1022",0.54685,0.86119,0.86859,9
"1023",0.51601,0.82155,0.83925,4
"1024",0.72476,0.95216,1,4
"1025",0.51369,0.80013,0.81076,2
"1026",0.61909,0.83308,0.85272,10
"1027",0.61398,0.90168,0.91793,6
"1028",0.52344,0.77685,0.7847,5
"1029",0.69465,0.8943,0.91441,6
"1030",0.38624,0.75929,0.76421,9
"1031",0.65894,0.91121,0.91342,10
"1032",0.57376,0.95274,1,7
"1033",0.63938,0.93247,0.93681,10
"1034",0.46798,0.71798,0.72134,6
"1035",0.56095,0.78101,0.79674,7
"1036",0.65354,0.95427,1,7
"1037",0.46036,0.68156,0.71722,7
"1038",0.37239,0.83461,0.84125,2
"1039",0.55101,0.82174,0.83354,9
"1040",0.50699,0.69154,0.78879,6
"1041",0.52038,0.86305,0.88193,9
"1042",0.53756,0.72252,0.72498,9
"1043",0.60168,0.84051,0.86717,8
"1044",0.63835,0.86898,0.8857,8
"1045",0.70856,0.93654,1,8
"1046",0.59067,0.80166,0.82674,7
"1047",0.70771,0.96082,1,7
"1048",0.43028,0.87436,0.87824,3
"1049",0.55191,0.74011,0.75298,10
"1050",0.40818,0.92233,0.92755,6
"1051",0.45853,0.87567,0.88048,2
"1052",0.40031,0.7736,0.82043,7
"1053",0.74557,0.95697,0.96173,8
"1054",0.6369,0.93266,0.94023,10
"1055",0.44807,0.71675,0.71987,8
"1056",0.64329,0.88302,0.89561,5
"1057",0.66935,0.95872,1,7
"1058",0.42345,0.79311,0.7998,9
"1059",0.36909,0.8728,0.88223,5
"1060",0.52647,0.79713,0.803,10
"1061",0.58466,0.92564,0.93583,6
"1062",0.6546,0.89878,0.90561,10
"1063",0.75615,0.93916,0.96153,10
"1064",0.40843,0.89807,0.90949,9
"1065",0.37745,0.69233,0.70378,7
"1066",0.46574,0.95006,1,7
"1067",0.46541,0.70875,0.74235,7
"1068",0.40258,0.65545,0.65938,8
"1069",0.39397,0.83857,0.84575,10
"1070",0.45454,0.70394,0.70689,10
"1071",0.42449,0.70757,0.72976,10
"1072",0.62829,0.87799,0.88632,7
"1073",0.65386,0.89373,0.92381,6
"1074",0.54652,0.80663,0.84316,5
"1075",0.47555,0.86327,0.87327,8
"1076",0.57177,0.88848,0.92411,9
"1077",0.42345,0.77399,0.78429,9
"1078",0.41236,0.91086,0.91252,2
"1079",0.39638,0.68462,0.69255,8
"1080",0.37745,0.75232,0.77134,7
"1081",0.5448,0.94897,0.9629,10
"1082",0.46129,0.77355,0.78191,2
"1083",0.44591,0.8805,0.88876,8
"1084",0.44268,0.8101,0.81152,7
"1085",0.46129,0.73661,0.74027,2
"1086",0.45017,0.80396,0.81953,6
"1087",0.60084,0.9482,1,10
"1088",0.50057,0.87245,0.88731,1
"1089",0.73965,0.93941,1,10
"1090",0.37269,0.69135,0.69288,6
"1091",0.5244,0.87679,0.89334,9
"1092",0.53355,0.94973,0.95301,4
"1093",0.48607,0.86381,0.87979,10
"1094",0.505,0.75825,0.76382,9
"1095",0.54816,0.8009,0.82447,8
"1096",0.50877,0.67411,0.68449,7
"1097",0.58136,0.86829,0.88329,9
"1098",0.58994,0.96216,1,8
"1099",0.7474,0.93364,0.93932,10
"1100",0.60021,0.83972,0.8528,7
"1101",0.63255,0.90651,0.90692,9
"1102",0.74708,0.96159,1,10
"1103",0.50459,0.88482,0.90515,6
"1104",0.5197,0.83729,0.86381,9
"1105",0.61398,0.81199,0.82983,6
"1106",0.45454,0.70987,0.71391,10
"1107",0.45255,0.86745,0.90247,7
"1108",0.54816,0.91015,0.92184,8
"1109",0.54685,0.9449,0.94834,9
"1110",0.45957,0.8925,0.92648,5
"1111",0.6687,0.93686,0.95121,7
"1112",0.51792,0.7158,0.71924,7
"1113",0.48932,0.72309,0.72555,8
"1114",0.44807,0.67219,0.67952,8
"1115",0.43072,0.70107,0.71435,6
"1116",0.46148,0.94181,0.94181,2
"1117",0.48604,0.94591,1,6
"1118",0.66752,0.93686,0.95088,8
"1119",0.50683,0.92165,0.92779,4
"1120",0.66034,0.83474,0.86258,10
"1121",0.68856,0.91627,0.9267,9
"1122",0.57267,0.768,0.78833,9
"1123",0.7273,0.93572,0.94522,7
"1124",0.47899,0.67952,0.68268,9
"1125",0.54076,0.80669,0.82073,10
"1126",0.50953,0.80606,0.91315,6
"1127",0.44288,0.64127,0.65572,4
"1128",0.6366,0.95891,0.96285,7
"1129",0.6608,0.95959,0.96091,10
"1130",0.3955,0.88376,0.8849,5
"1131",0.43796,0.74301,0.74374,3
"1132",0.75866,0.95733,1,6
"1133",0.55825,0.76311,0.79666,6
"1134",0.62296,0.84188,0.85791,7
"1135",0.40031,0.72153,0.72517,7
"1136",0.33371,0.69998,0.70588,9
"1137",0.60466,0.87725,0.88662,7
"1138",0.3925,0.82909,0.88004,9
"1139",0.40313,0.82384,0.866,2
"1140",0.4532,0.70394,0.70632,3
"1141",0.54232,0.80819,0.83128,9
"1142",0.4005,0.78101,0.78401,4
"1143",0.48724,0.68558,0.68949,7
"1144",0.61116,0.79483,0.81406,10
"1145",0.417,0.89671,0.90911,9
"1146",0.49667,0.87897,0.88673,7
"1147",0.39968,0.62783,0.63594,6
"1148",0.71268,0.96227,0.96235,9
"1149",0.5872,0.79612,0.80663,9
"1150",0.32879,0.70623,0.71178,9
"1151",0.55879,0.80382,0.81641,9
"1152",0.50937,0.7453,0.79316,4
"1153",0.47331,0.81792,0.83947,10
"1154",0.45167,0.79573,0.81876,1
"1155",0.45031,0.69591,0.7017,8
"1156",0.59078,0.95547,1,9
"1157",0.53068,0.73986,0.74238,7
"1158",0.47659,0.80625,0.83204,9
"1159",0.47167,0.68911,0.69293,6
"1160",0.34491,0.84163,0.86089,7
"1161",0.36586,0.90971,0.92968,5
"1162",0.58032,0.93686,1,10
"1163",0.47427,0.66414,0.68118,5
"1164",0.45457,0.9576,0.9576,6
"1165",0.40113,0.84991,0.85614,7
"1166",0.62302,0.93807,0.94539,7
"1167",0.65146,0.899,0.92105,6
"1168",0.39968,0.88772,0.89116,6
"1169",0.43891,0.80778,0.82983,3
"1170",0.40933,0.89228,0.90373,6
"1171",0.65526,0.86611,0.90004,8
"1172",0.37575,0.72732,0.73033,7
"1173",0.4932,0.83341,0.84707,8
"1174",0.41116,0.79917,0.80447,3
"1175",0.46694,0.90394,0.91769,5
"1176",0.49667,0.66974,0.70582,7
"1177",0.71102,0.95293,1,9
"1178",0.45031,0.68749,0.68927,8
"1179",0.63272,0.95069,1,10
"1180",0.62053,0.94419,1,3
"1181",0.69342,0.85788,0.86766,7
"1182",0.41512,0.89351,0.89351,9
"1183",0.66812,0.93998,0.9426,6
"1184",0.46987,0.86706,0.92766,6
"1185",0.6714,0.83002,0.85119,9
"1186",0.48607,0.88698,0.88698,10
"1187",0.59231,0.8916,0.93178,9
"1188",0.38501,0.71697,0.71924,7
"1189",0.46533,0.83685,0.84198,5
"1190",0.48476,0.83111,0.83988,8
"1191",0.48956,0.70629,0.71178,10
"1192",0.50983,0.88031,0.91299,7
"1193",0.34491,0.69003,0.69667,7
"1194",0.43372,0.8248,0.82805,6
"1195",0.70725,0.90856,0.92564,6
"1196",0.38083,0.70222,0.74418,6
"1197",0.52754,0.80267,0.82548,6
"1198",0.71489,0.95719,1,7
"1199",0.53552,0.83212,0.87682,5
"1200",0.64124,0.87936,0.89302,9
"1201",0.36676,0.65572,0.67252,6
"1202",0.55956,0.84182,0.84764,9
"1203",0.67747,0.91755,0.92913,10
"1204",0.66162,0.87529,0.9175,8
"1205",0.54489,0.92654,0.92717,9
"1206",0.37788,0.67025,0.67566,9
"1207",0.35217,0.66853,0.67851,9
"1208",0.57376,0.88012,0.90001,7
"1209",0.64411,0.95424,0.95839,10
"1210",0.72276,0.95164,0.95506,8
"1211",0.76309,0.9526,0.95705,10
"1212",0.36127,0.94074,0.95126,3
"1213",0.74129,0.95949,1,7
"1214",0.58603,0.94184,0.95528,5
"1215",0.34715,0.73609,0.77134,2
"1216",0.33464,0.85635,0.91681,9
"1217",0.6805,0.89632,0.90337,5
"1218",0.59406,0.83231,0.88299,7
"1219",0.4069,0.77374,0.85299,7
"1220",0.55983,0.95102,1,8
"1221",0.66151,0.95317,1,9
"1222",0.40217,0.87643,0.88356,6
"1223",0.61021,0.88146,0.89485,4
"1224",0.38217,0.88906,0.89717,1
"1225",0.42252,0.6363,0.64072,9
"1226",0.54658,0.93864,0.95315,8
"1227",0.33414,0.67025,0.672,7
"1228",0.47331,0.69001,0.69705,10
"1229",0.46612,0.78388,0.81128,2
"1230",0.50953,0.79338,0.79524,7
"1231",0.34209,0.7812,0.79374,7
"1232",0.50699,0.89272,0.90692,6
"1233",0.42449,0.78393,0.81893,10
"1234",0.58087,0.94113,0.95555,7
"1235",0.54691,0.75576,0.763,7
"1236",0.46869,0.83821,0.84868,6
"1237",0.36338,0.73358,0.82119,9
"1238",0.45957,0.87534,0.88392,5
"1239",0.33849,0.94744,1,7
"1240",0.39269,0.77604,0.78349,4
"1241",0.49984,0.87537,0.87632,7
"1242",0.62141,0.95796,0.9594,3
"1243",0.51869,0.81644,0.83696,7
"1244",0.49033,0.87449,0.90774,10
"1245",0.65744,0.87299,0.92009,5
"1246",0.54887,0.88851,0.894,8
"1247",0.41736,0.88203,0.8855,2
"1248",0.39214,0.75388,0.76942,8
"1249",0.59297,0.76041,0.7721,7
"1250",0.6873,0.8793,0.93156,10
"1251",0.57212,0.76989,0.80207,9
"1252",0.68842,0.94361,0.94856,8
"1253",0.39124,0.80778,0.81565,6
"1254",0.64351,0.95809,1,7
"1255",0.50937,0.79729,0.8754,4
"1256",0.54527,0.93558,1,10
"1257",0.43941,0.69919,0.70134,6
"1258",0.33644,0.79866,0.82024,8
"1259",0.45591,0.74989,0.75716,9
"1260",0.57715,0.83226,0.86127,6
"1261",0.42031,0.74011,0.74238,7
"1262",0.33414,0.78082,0.78754,7
"1263",0.47659,0.83365,0.85548,9
"1264",0.61195,0.84985,0.87854,8
"1265",0.69023,0.90837,0.9317,9
"1266",0.45003,0.84892,0.85608,5
"1267",0.55822,0.75191,0.75885,8
"1268",0.36127,0.73476,0.73719,3
"1269",0.48855,0.90894,0.9299,9
"1270",0.39957,0.6705,0.67875,7
"1271",0.60004,0.76478,0.78628,9
"1272",0.7314,0.94359,1,8
"1273",0.6546,0.92979,0.93268,10
"1274",0.6608,0.93386,0.94733,10
"1275",0.46533,0.78961,0.83032,5
"1276",0.55193,0.88788,0.89334,5
"1277",0.68274,0.87031,0.88441,7
"1278",0.44288,0.83379,0.84513,5
"1279",0.65323,0.92105,0.92433,3
"1280",0.35234,0.70626,0.71159,4
"1281",0.36742,0.69214,0.69607,7
"1282",0.71413,0.95522,1,9
"1283",0.51609,0.73424,0.88275,7
"1284",0.60573,0.81925,0.82507,10
"1285",0.62455,0.88638,0.90269,8
"1286",0.44798,0.71372,0.71752,9
"1287",0.53068,0.74918,0.75229,7
"1288",0.59931,0.91965,0.92514,8
"1289",0.51511,0.93132,0.93585,6
"1290",0.55019,0.94585,1,9
"1291",0.4282,0.94547,1,7
"1292",0.53442,0.95981,1,8
"1293",0.47167,0.9426,1,5
"1294",0.63938,0.96192,1,10
"1295",0.56617,0.74544,0.76328,7
"1296",0.44738,0.85444,0.87673,5
"1297",0.50639,0.82652,0.84963,9
"1298",0.621,0.85502,0.87113,10
"1299",0.51393,0.77123,0.7939,7
"1300",0.50224,0.70648,0.71186,4
"1301",0.63477,0.851,0.87337,8
"1302",0.37387,0.59242,0.6219,9
"1303",0.72946,0.93596,0.95266,3
"1304",0.40952,0.89422,0.90392,8
"1305",0.34644,0.72861,0.73282,7
"1306",0.6684,0.90222,0.91711,6
"1307",0.70211,0.9438,0.96265,6
"1308",0.455,0.77757,0.79683,7
"1309",0.505,0.80109,0.82319,9
"1310",0.7326,0.95749,0.95749,3
"1311",0.44675,0.82158,0.83988,5
"1312",0.60526,0.84756,0.85709,7
"1313",0.41597,0.71716,0.72804,7
"1314",0.42449,0.76513,0.7724,10
"1315",0.38856,0.57737,0.59264,7
"1316",0.62753,0.89881,0.93184,8
"1317",0.44675,0.67949,0.68758,5
"1318",0.54816,0.82843,0.84742,8
"1319",0.39031,0.76404,0.768,9
"1320",0.49926,0.85521,0.87078,7
"1321",0.44992,0.77647,0.80273,8
"1322",0.4697,0.76287,0.7762,10
"1323",0.51049,0.78909,0.80297,8
"1324",0.59196,0.94151,0.9476,6
"1325",0.35988,0.68656,0.69074,7
"1326",0.41769,0.7156,0.71943,9
"1327",0.72481,0.95566,1,4
"1328",0.6478,0.95662,0.96096,8
"1329",0.35152,0.8807,0.88184,6
"1330",0.37269,0.85125,0.86318,6
"1331",0.36097,0.73093,0.74063,8
"1332",0.38654,0.84947,0.86788,7
"1333",0.42099,0.69878,0.70629,6
"1334",0.4005,0.96006,0.96271,4
"1335",0.50678,0.90515,0.9211,7
"1336",0.76593,0.95465,1,10
"1337",0.40818,0.77494,0.8056,6
"1338",0.50781,0.86742,0.91457,6
"1339",0.58032,0.82581,0.85422,9
"1340",0.32925,0.96287,1,9
"1341",0.42099,0.88045,0.90944,6
"1342",0.70902,0.89862,0.92137,10
"1343",0.52273,0.94878,1,3
"1344",0.31983,0.86482,0.8819,10
"1345",0.6069,0.94356,0.94356,8
"1346",0.66831,0.92452,0.94197,9
"1347",0.53251,0.83685,0.90531,7
"1348",0.47331,0.71672,0.71869,10
"1349",0.4358,0.67897,0.68137,7
"1350",0.57923,0.77314,0.8077,6
"1351",0.44992,0.73667,0.76464,8
"1352",0.60922,0.86305,0.86881,8
"1353",0.52213,0.93036,0.93654,8
"1354",0.53683,0.93533,0.93689,8
"1355",0.52726,0.80917,0.83379,8
"1356",0.44618,0.74814,0.7821,9
"1357",0.6304,0.92577,0.93061,8
"1358",0.64018,0.89083,0.89438,10
"1359",0.53164,0.85961,0.87428,7
"1360",0.7079,0.92386,0.92941,10
"1361",0.70697,0.93189,0.94115,5
"1362",0.45637,0.94686,1,9
"1363",0.68342,0.8749,0.88496,9
"1364",0.48637,0.78412,0.86725,4
"1365",0.69181,0.90681,0.91386,10
"1366",0.45959,0.755,0.76382,8
"1367",0.46233,0.70547,0.70995,5
"1368",0.57264,0.88351,0.89747,10
"1369",0.58589,0.95981,0.96224,8
"1370",0.38182,0.81923,0.83677,5
"1371",0.68533,0.94438,1,7
"1372",0.56095,0.957,1,7
"1373",0.48574,0.78961,0.81218,9
"1374",0.62963,0.9005,0.90578,6
"1375",0.41116,0.73205,0.74303,3
"1376",0.37387,0.75467,0.75467,9
"1377",0.51869,0.74295,0.80387,7
"1378",0.47443,0.70317,0.71066,6
"1379",0.4114,0.68829,0.69003,8
"1380",0.66146,0.89274,0.89933,10
"1381",0.73202,0.96102,1,7
"1382",0.55464,0.85239,0.90151,3
"1383",0.49833,0.78923,0.78923,8
"1384",0.49984,0.83685,0.85242,7
"1385",0.39974,0.69973,0.70916,6
"1386",0.62296,0.93345,0.93419,7
"1387",0.64162,0.92162,0.92818,10
"1388",0.6369,0.92602,0.93323,6
"1389",0.6681,0.95719,1,7
"1390",0.43299,0.95719,0.96132,6
"1391",0.53068,0.89482,0.91758,7
"1392",0.62444,0.95738,0.96167,6
"1393",0.47678,0.68845,0.87113,7
"1394",0.46574,0.70126,0.70301,7
"1395",0.75254,0.94705,1,9
"1396",0.64427,0.87075,0.87441,8
"1397",0.56609,0.95681,1,9
"1398",0.57846,0.95394,0.95394,8
"1399",0.46694,0.80682,0.81084,5
"1400",0.64569,0.83931,0.85928,8
"1401",0.35351,0.88679,0.90053,4
"1402",0.41342,0.65405,0.65526,10
"1403",0.45039,0.90763,0.90867,10
"1404",0.4093,0.95809,1,1
