"","dob","in_custody","out_custody","decile_score"
"4123",0.75257,0.93758,0.93768,8
"4124",0.63854,0.93951,0.93951,2
"4125",0.68662,0.94864,0.94867,5
"4126",0.66769,0.93938,0.94055,3
"4127",0.71457,0.95722,0.95727,3
"4128",0.6137,0.95864,0.95894,10
"4129",0.59259,0.9393,0.9396,3
"4130",0.71839,0.95812,0.95834,8
"4131",0.4817,0.94271,0.94277,1
"4132",0.50268,0.94175,0.94227,1
"4133",0.61223,0.93017,0.9302,4
"4134",0.72984,0.94033,0.94036,9
"4135",0.73301,0.9364,0.93708,3
"4136",0.72478,0.93323,0.93326,5
"4137",0.50962,0.93031,0.93034,1
"4138",0.72921,0.94244,0.94266,7
"4139",0.74167,0.93309,0.93408,6
"4140",0.68312,0.93487,0.93501,3
"4141",0.64029,0.93872,0.93875,1
"4142",0.66321,0.93749,0.93782,6
"4143",0.73099,0.93085,0.93572,6
"4144",0.73022,0.95203,0.9573,3
"4145",0.73238,0.93971,0.93973,5
"4146",0.65993,0.93178,0.93181,3
"4147",0.42539,0.94107,0.94107,1
"4148",0.48011,0.94498,0.94501,1
"4149",0.62228,0.93091,0.93408,1
"4150",0.71509,0.95178,0.95216,2
"4151",0.73902,0.95085,0.95104,9
"4152",0.63529,0.93192,0.93195,2
"4153",0.75874,0.94342,0.9473,10
"4154",0.59428,0.94875,0.9488,9
"4155",0.75164,0.93375,0.93378,3
"4156",0.49896,0.94339,0.94662,1
"4157",0.52522,0.93077,0.93105,2
"4158",0.42902,0.93686,0.93686,1
"4159",0.6755,0.93736,0.93736,5
"4160",0.72104,0.93596,0.93599,9
"4161",0.61187,0.93162,0.932,3
"4162",0.75773,0.93771,0.93771,6
"4163",0.43796,0.9497,0.95033,4
"4164",0.7409,0.9494,0.94943,9
"4165",0.74598,0.93916,0.93916,7
"4166",0.57109,0.94662,0.94705,5
"4167",0.73599,0.94307,0.94315,8
"4168",0.49724,0.95774,0.95929,9
"4169",0.72645,0.93695,0.93697,3
"4170",0.60783,0.94503,0.94506,2
"4171",0.68512,0.94397,0.944,5
"4172",0.59286,0.93331,0.93331,1
"4173",0.71285,0.9426,0.9455,9
"4174",0.72667,0.95585,0.95828,9
"4175",0.745,0.94039,0.94214,4
"4176",0.68596,0.93075,0.93083,2
"4177",0.59944,0.94126,0.94129,5
"4178",0.39487,0.9335,0.93356,4
"4179",0.63856,0.94154,0.94156,1
"4180",0.74964,0.93391,0.93394,9
"4181",0.46148,0.95427,0.95429,2
"4182",0.74183,0.93189,0.93192,2
"4183",0.63305,0.93184,0.93192,4
"4184",0.63359,0.94853,0.94856,7
"4185",0.4208,0.93279,0.93285,1
"4186",0.73691,0.93206,0.93208,5
"4187",0.71197,0.93236,0.93255,8
"4188",0.71804,0.93736,0.93738,3
"4189",0.75284,0.95678,0.95757,3
"4190",0.69755,0.94096,0.94099,4
"4191",0.70203,0.94979,0.9499,2
"4192",0.37731,0.93266,0.93484,1
"4193",0.47216,0.94547,0.9455,1
"4194",0.49281,0.94288,0.9429,1
"4195",0.42017,0.94181,0.94206,1
"4196",0.27033,0.93096,0.93099,1
"4197",0.7147,0.94454,0.94457,6
"4198",0.73148,0.94746,0.94891,10
"4199",0.71847,0.94919,0.94921,3
"4200",0.71905,0.93848,0.93941,9
"4201",0.68487,0.95123,0.95126,4
"4202",0.71995,0.93987,0.9399,2
"4203",0.52431,0.93733,0.93736,1
"4204",0.4093,0.94588,0.94662,2
"4205",0.735,0.94927,0.95164,8
"4206",0.74863,0.94042,0.94044,8
"4207",0.7008,0.94815,0.94818,4
"4208",0.64034,0.94894,0.94932,4
"4209",0.72776,0.93566,0.93605,6
"4210",0.65291,0.94861,0.94864,3
"4211",0.51243,0.94883,0.94889,6
"4212",0.63351,0.94626,0.94629,6
"4213",0.52216,0.94386,0.94394,3
"4214",0.41504,0.94973,0.94981,3
"4215",0.7382,0.95634,0.95637,5
"4216",0.27303,0.95965,0.9597,1
"4217",0.75983,0.95473,0.95558,8
"4218",0.74945,0.9444,0.94654,4
"4219",0.36548,0.9314,0.93146,1
"4220",0.47219,0.93066,0.9308,1
"4221",0.61111,0.93238,0.93241,1
"4222",0.55497,0.93992,0.93995,2
"4223",0.63701,0.94165,0.94165,3
"4224",0.64919,0.94689,0.94697,7
"4225",0.52243,0.93285,0.94533,6
"4226",0.41296,0.93312,0.93315,1
"4227",0.609,0.93689,0.93695,2
"4228",0.68023,0.93405,0.93424,5
"4229",0.74669,0.93818,0.9382,10
"4230",0.58884,0.93148,0.93151,7
"4231",0.74699,0.9361,0.93613,4
"4232",0.74822,0.94135,0.94257,4
"4233",0.7153,0.94525,0.94626,5
"4234",0.6941,0.94424,0.94438,2
"4235",0.66588,0.94405,0.94413,1
"4236",0.68413,0.9496,0.94965,7
"4237",0.74227,0.94066,0.94364,7
"4238",0.5106,0.95069,0.95164,3
"4239",0.62037,0.93334,0.93334,3
"4240",0.639,0.95812,0.9585,7
"4241",0.68591,0.9414,0.94143,6
"4242",0.73355,0.94727,0.9473,10
"4243",0.70328,0.9396,0.93973,3
"4244",0.71776,0.93034,0.93036,4
"4245",0.46375,0.93779,0.94102,9
"4246",0.64171,0.93845,0.94115,2
"4247",0.7329,0.94481,0.95358,10
"4248",0.64056,0.94143,0.94184,10
"4249",0.75404,0.94777,0.9491,10
"4250",0.74639,0.93927,0.94588,6
"4251",0.74492,0.93228,0.9323,8
"4252",0.74246,0.95771,0.95949,10
"4253",0.7049,0.94487,0.94801,5
"4254",0.73858,0.9441,0.94416,4
"4255",0.73951,0.93482,0.93517,5
"4256",0.73112,0.93359,0.94583,7
"4257",0.73183,0.94905,0.94905,6
"4258",0.5792,0.95033,0.95033,2
"4259",0.39911,0.95826,0.95867,1
"4260",0.7005,0.93823,0.93823,2
"4261",0.63657,0.93853,0.93856,1
"4262",0.37846,0.93768,0.93768,1
"4263",0.69072,0.94725,0.95353,10
"4264",0.70689,0.94542,0.94544,7
"4265",0.74331,0.95563,0.95582,8
"4266",0.52522,0.93943,0.93943,1
"4267",0.50005,0.93069,0.93173,2
"4268",0.72071,0.93113,0.93116,4
"4269",0.7309,0.93266,0.93268,6
"4270",0.72282,0.94473,0.94476,3
"4271",0.73806,0.93473,0.93476,9
"4272",0.4176,0.93911,0.93916,2
"4273",0.7459,0.95323,0.95326,8
"4274",0.47604,0.93162,0.93173,8
"4275",0.7459,0.9467,0.95036,7
"4276",0.75328,0.94241,0.94506,10
"4277",0.75983,0.95189,0.95189,8
"4278",0.55098,0.94752,0.94757,1
"4279",0.74803,0.93151,0.93154,9
"4280",0.73508,0.94856,0.94858,3
"4281",0.72593,0.94525,0.94645,3
"4282",0.76213,0.93542,0.93544,8
"4283",0.35778,0.94421,0.94424,1
"4284",0.47339,0.93703,0.93706,1
"4285",0.49754,0.93391,0.934,4
"4286",0.70965,0.93129,0.93132,7
"4287",0.71593,0.93921,0.93924,6
"4288",0.63346,0.9441,0.94413,1
"4289",0.63275,0.93214,0.93277,5
"4290",0.57966,0.93719,0.93722,1
"4291",0.72476,0.94648,0.94659,7
"4292",0.74391,0.95932,0.95968,9
"4293",0.73377,0.94736,0.94738,3
"4294",0.72522,0.9488,0.94883,5
"4295",0.59963,0.93293,0.94058,4
"4296",0.58065,0.94858,0.94902,1
"4297",0.76401,0.95055,0.95137,10
"4298",0.74391,0.93132,0.93135,7
"4299",0.7303,0.95044,0.9505,8
"4300",0.75284,0.93957,0.9396,5
"4301",0.69798,0.93184,0.93266,6
"4302",0.58614,0.93405,0.93503,4
"4303",0.70659,0.93932,0.93973,9
"4304",0.72806,0.9405,0.94053,5
"4305",0.7179,0.93211,0.93637,4
"4306",0.63083,0.93717,0.93719,2
"4307",0.68263,0.94247,0.9426,4
"4308",0.60813,0.95001,0.95003,1
"4309",0.46367,0.94326,0.94328,1
"4310",0.50514,0.93419,0.93424,1
"4311",0.75025,0.94189,0.94192,2
"4312",0.77631,0.94615,0.94618,8
"4313",0.7459,0.93282,0.93285,5
"4314",0.65206,0.95249,0.95342,3
"4315",0.6979,0.93072,0.93075,1
"4316",0.62449,0.93951,0.94039,1
"4317",0.68217,0.9455,0.94553,5
"4318",0.73806,0.95569,0.95574,9
"4319",0.6137,0.94869,0.94913,10
"4320",0.66411,0.94178,0.94181,3
"4321",0.73683,0.93689,0.94285,7
"4322",0.58966,0.93473,0.93473,5
"4323",0.72697,0.94132,0.94143,4
"4324",0.73101,0.93818,0.93954,8
"4325",0.75164,0.94055,0.94236,7
"4326",0.52866,0.94886,0.94889,1
"4327",0.73104,0.94733,0.94741,3
"4328",0.7476,0.95427,0.957,6
"4329",0.75615,0.94312,0.94312,7
"4330",0.56917,0.94662,0.94667,1
"4331",0.60513,0.94998,0.95022,6
"4332",0.74027,0.95315,0.95356,6
"4333",0.75568,0.94566,0.94572,8
"4334",0.69905,0.94632,0.94645,4
"4335",0.53442,0.94279,0.94367,1
"4336",0.6678,0.9387,0.93872,2
"4337",0.73052,0.94036,0.94039,6
"4338",0.72806,0.95276,0.95315,3
"4339",0.5665,0.9488,0.95416,2
"4340",0.45787,0.93834,0.93998,1
"4341",0.50347,0.93954,0.93957,1
"4342",0.46148,0.93129,0.94181,2
"4343",0.73385,0.93036,0.93042,10
"4344",0.74546,0.93861,0.93867,6
"4345",0.69266,0.93309,0.93312,5
"4346",0.75798,0.9544,0.95443,5
"4347",0.73077,0.94514,0.95009,8
"4348",0.36452,0.94738,0.94746,1
"4349",0.52983,0.93864,0.94025,4
"4350",0.72872,0.93911,0.93911,2
"4351",0.65195,0.93665,0.93667,2
"4352",0.74473,0.93599,0.93605,9
"4353",0.53729,0.94271,0.94274,4
"4354",0.58999,0.95181,0.95293,5
"4355",0.7397,0.93594,0.93596,9
"4356",0.61414,0.94369,0.94372,2
"4357",0.72126,0.94604,0.94607,2
"4358",0.43599,0.94927,0.94935,1
"4359",0.71828,0.93233,0.93249,10
"4360",0.68796,0.94003,0.94006,5
"4361",0.66108,0.9502,0.95036,8
"4362",0.54827,0.94544,0.94544,1
"4363",0.74361,0.93512,0.94394,4
"4364",0.69637,0.94752,0.94755,3
"4365",0.7403,0.94662,0.94665,9
"4366",0.76276,0.94184,0.94189,10
"4367",0.72271,0.93692,0.93766,3
"4368",0.74855,0.9432,0.94334,8
"4369",0.6363,0.93815,0.93829,2
"4370",0.67864,0.95033,0.95033,2
"4371",0.51374,0.94583,0.94692,1
"4372",0.70287,0.94389,0.94391,2
"4373",0.70238,0.94241,0.94241,9
"4374",0.67299,0.95378,0.95883,2
"4375",0.74489,0.95102,0.95244,7
"4376",0.51033,0.94331,0.94356,3
"4377",0.48948,0.94725,0.94738,1
"4378",0.75557,0.94044,0.94047,2
"4379",0.69916,0.94547,0.94555,3
"4380",0.73558,0.94998,0.95083,7
"4381",0.69558,0.93309,0.93312,3
"4382",0.73896,0.94569,0.95304,8
"4383",0.71834,0.93042,0.93044,2
"4384",0.5291,0.94801,0.94807,1
"4385",0.75626,0.94432,0.94435,4
"4386",0.48809,0.93274,0.93277,1
"4387",0.73538,0.94151,0.94151,4
"4388",0.55327,0.9467,0.95424,6
"4389",0.67083,0.93613,0.93615,2
"4390",0.72981,0.94618,0.94621,8
"4391",0.71473,0.94697,0.947,2
"4392",0.75768,0.9388,0.93883,7
"4393",0.40821,0.94471,0.94473,1
"4394",0.52139,0.93719,0.93725,5
"4395",0.5995,0.94932,0.95042,10
"4396",0.53142,0.93553,0.93555,1
"4397",0.55483,0.93976,0.93979,2
"4398",0.73549,0.93449,0.93452,9
"4399",0.75746,0.94566,0.94569,9
"4400",0.63917,0.94949,0.94954,2
"4401",0.64916,0.93102,0.93105,5
"4402",0.4573,0.94561,0.94566,1
"4403",0.55248,0.94768,0.94774,1
"4404",0.70479,0.94583,0.94585,8
"4405",0.74986,0.9329,0.94165,7
"4406",0.63548,0.94905,0.94908,1
"4407",0.49574,0.93574,0.9358,1
"4408",0.72052,0.94837,0.94878,10
"4409",0.71642,0.93943,0.93943,3
"4410",0.68566,0.94722,0.94727,6
"4411",0.74798,0.93654,0.93889,10
"4412",0.74374,0.94569,0.94572,6
"4413",0.61185,0.94711,0.94714,1
"4414",0.73022,0.95492,0.95498,8
"4415",0.71948,0.93665,0.93676,10
"4416",0.41222,0.94394,0.94397,1
"4417",0.73099,0.9355,0.9355,8
"4418",0.68309,0.94238,0.94263,9
"4419",0.5074,0.95613,0.95618,5
"4420",0.61578,0.94558,0.94558,7
"4421",0.74331,0.93405,0.93744,10
"4422",0.53297,0.93381,0.93383,1
"4423",0.70137,0.9488,0.94883,3
"4424",0.43585,0.94009,0.94012,1
"4425",0.7473,0.95211,0.9526,9
"4426",0.62548,0.94195,0.94211,3
"4427",0.61851,0.94282,0.94345,2
"4428",0.72678,0.94869,0.95356,6
"4429",0.75989,0.9476,0.94796,5
"4430",0.71727,0.93946,0.93949,3
"4431",0.73134,0.94451,0.94514,7
"4432",0.74295,0.95388,0.95875,8
"4433",0.45719,0.93618,0.93618,3
"4434",0.64998,0.93378,0.93378,4
"4435",0.7359,0.94801,0.94853,9
"4436",0.52434,0.9314,0.93143,1
"4437",0.75975,0.94902,0.94905,3
"4438",0.72309,0.9467,0.94839,8
"4439",0.59259,0.93629,0.93632,3
"4440",0.65435,0.94304,0.94309,3
"4441",0.73656,0.93889,0.93932,6
"4442",0.76175,0.95566,0.95634,9
"4443",0.69755,0.94222,0.94225,4
"4444",0.62611,0.95776,0.95776,3
"4445",0.69512,0.93588,0.9382,4
"4446",0.6999,0.94028,0.94031,2
"4447",0.72372,0.93894,0.93921,5
"4448",0.72192,0.94039,0.94047,4
"4449",0.32759,0.93159,0.93162,1
"4450",0.56868,0.93031,0.93034,1
"4451",0.71061,0.9429,0.94301,4
"4452",0.71749,0.94891,0.94891,5
"4453",0.7621,0.95233,0.95238,4
"4454",0.74806,0.95388,0.95394,8
"4455",0.52003,0.9367,0.93714,3
"4456",0.65987,0.93151,0.93211,5
"4457",0.57535,0.94796,0.94804,1
"4458",0.58215,0.93187,0.93189,1
"4459",0.48374,0.95383,0.95424,1
"4460",0.60313,0.94779,0.94782,3
"4461",0.75746,0.94727,0.9473,9
"4462",0.47189,0.94309,0.94684,6
"4463",0.72847,0.94206,0.94227,9
"4464",0.71948,0.93039,0.93066,10
"4465",0.69255,0.94012,0.94014,3
"4466",0.72995,0.93935,0.93938,7
"4467",0.47678,0.93126,0.93312,8
"4468",0.74126,0.94812,0.94823,9
"4469",0.68905,0.94949,0.94951,3
"4470",0.70574,0.94793,0.94796,1
"4471",0.725,0.93315,0.93318,3
"4472",0.71711,0.95285,0.95298,5
"4473",0.69555,0.93247,0.93249,3
"4474",0.71831,0.94085,0.94091,9
"4475",0.64936,0.94801,0.9482,6
"4476",0.52003,0.93126,0.93126,3
"4477",0.7529,0.94566,0.94645,4
"4478",0.56529,0.93749,0.93758,1
"4479",0.74954,0.94777,0.94779,5
"4480",0.72896,0.94512,0.94624,9
"4481",0.53929,0.93897,0.93897,1
"4482",0.72142,0.93738,0.93741,8
"4483",0.66154,0.94069,0.94072,2
"4484",0.5907,0.93271,0.93274,2
"4485",0.5969,0.94367,0.94369,2
"4486",0.73571,0.94771,0.94771,4
"4487",0.66244,0.93908,0.93916,2
"4488",0.74738,0.93717,0.93779,9
"4489",0.72812,0.94755,0.94757,5
"4490",0.64198,0.94583,0.94585,6
"4491",0.74052,0.95315,0.95533,8
"4492",0.63387,0.94976,0.95181,3
"4493",0.74669,0.94604,0.94613,5
"4494",0.67006,0.94148,0.94288,9
"4495",0.76065,0.94777,0.94779,6
"4496",0.53601,0.93178,0.93178,1
"4497",0.73629,0.94626,0.94755,9
"4498",0.73915,0.94506,0.94509,2
"4499",0.74391,0.94946,0.94949,4
"4500",0.70659,0.94861,0.95651,9
"4501",0.66108,0.93943,0.94083,8
"4502",0.71995,0.94481,0.94481,5
"4503",0.72377,0.93249,0.93252,6
"4504",0.60545,0.94831,0.94831,2
"4505",0.43058,0.93299,0.93312,1
"4506",0.73011,0.94413,0.94416,2
"4507",0.74448,0.95741,0.95763,4
"4508",0.609,0.94277,0.94279,2
"4509",0.75929,0.94413,0.94419,5
"4510",0.71968,0.94528,0.94531,4
"4511",0.67591,0.93834,0.93837,2
"4512",0.72692,0.93976,0.93982,7
"4513",0.3221,0.94432,0.94432,1
"4514",0.68503,0.95883,0.95962,3
"4515",0.74992,0.93643,0.93646,7
"4516",0.74787,0.94001,0.94003,5
"4517",0.49833,0.95905,0.95949,2
"4518",0.69749,0.93457,0.93473,5
"4519",0.51702,0.95006,0.95009,2
"4520",0.72213,0.93173,0.93176,4
"4521",0.71694,0.95427,0.95432,4
"4522",0.55527,0.93804,0.93982,1
"4523",0.7409,0.94787,0.94804,6
"4524",0.42561,0.93132,0.93135,1
"4525",0.57122,0.93801,0.93807,1
"4526",0.6811,0.94973,0.95195,3
"4527",0.59556,0.93984,0.93987,4
"4528",0.70853,0.93441,0.93443,7
"4529",0.4915,0.93096,0.93099,1
"4530",0.68676,0.94454,0.94454,5
"4531",0.72593,0.93894,0.93897,3
"4532",0.28229,0.93714,0.93717,1
"4533",0.55019,0.95462,0.95473,2
"4534",0.71451,0.94023,0.94023,10
"4535",0.75079,0.94285,0.94285,8
"4536",0.72022,0.94031,0.94055,2
"4537",0.74139,0.94618,0.95353,8
"4538",0.71438,0.93673,0.93752,7
"4539",0.73547,0.93077,0.9308,6
"4540",0.60395,0.93599,0.93605,3
"4541",0.69386,0.9311,0.93113,2
"4542",0.72569,0.94965,0.94965,5
"4543",0.51298,0.9361,0.93708,9
"4544",0.7382,0.9541,0.95569,7
"4545",0.63438,0.94563,0.94566,1
"4546",0.75443,0.93998,0.93998,10
"4547",0.73383,0.94708,0.9502,7
"4548",0.52011,0.94468,0.94481,1
"4549",0.68919,0.93301,0.93421,2
"4550",0.55016,0.93782,0.93785,4
"4551",0.6022,0.93042,0.93154,1
"4552",0.71612,0.93441,0.93561,10
"4553",0.75664,0.94438,0.94454,7
"4554",0.76027,0.94725,0.94727,9
"4555",0.72544,0.93061,0.93066,2
"4556",0.73604,0.95684,0.957,6
"4557",0.68924,0.93217,0.93228,5
"4558",0.7359,0.95522,0.957,4
"4559",0.70744,0.93957,0.93962,7
"4560",0.76869,0.9496,0.9496,10
"4561",0.75309,0.93812,0.93812,4
"4562",0.72481,0.94323,0.94326,4
"4563",0.71356,0.95572,0.95673,7
"4564",0.72847,0.95916,0.95973,9
"4565",0.74473,0.93288,0.93293,9
"4566",0.65255,0.9402,0.94023,5
"4567",0.56406,0.95036,0.95039,7
"4568",0.62359,0.95869,0.95886,3
"4569",0.63851,0.9317,0.93252,2
"4570",0.67165,0.94233,0.94268,2
"4571",0.71973,0.94178,0.94186,7
"4572",0.71495,0.9499,0.94992,2
"4573",0.76869,0.9567,0.95673,10
"4574",0.74262,0.95511,0.95541,7
"4575",0.58999,0.94159,0.94476,5
"4576",0.6634,0.94858,0.94869,10
"4577",0.72522,0.95812,0.95815,5
"4578",0.65414,0.93187,0.93189,1
"4579",0.75057,0.93315,0.93318,3
"4580",0.73795,0.93722,0.93725,3
"4581",0.72167,0.94061,0.94063,7
"4582",0.74047,0.93383,0.93411,8
"4583",0.73582,0.93777,0.93779,3
"4584",0.70304,0.94088,0.94091,3
"4585",0.52278,0.94293,0.94479,1
"4586",0.61463,0.93263,0.93263,1
"4587",0.66935,0.955,0.95528,7
"4588",0.52983,0.95009,0.95009,4
"4589",0.6664,0.93102,0.93102,2
"4590",0.72377,0.93719,0.93722,3
"4591",0.43238,0.93856,0.93867,1
"4592",0.62865,0.94104,0.94107,1
"4593",0.72937,0.93154,0.93156,8
"4594",0.74626,0.9488,0.95014,9
"4595",0.62529,0.95003,0.95009,1
"4596",0.74721,0.93312,0.93391,4
"4597",0.74432,0.93992,0.93995,4
"4598",0.3899,0.94337,0.94339,1
"4599",0.61775,0.93309,0.93312,1
"4600",0.75134,0.94419,0.94421,3
"4601",0.71487,0.94878,0.9497,10
"4602",0.52306,0.93036,0.93129,5
"4603",0.75932,0.95159,0.95164,3
"4604",0.40933,0.94823,0.94828,6
"4605",0.49243,0.9493,0.94949,1
"4606",0.72932,0.94208,0.94211,9
"4607",0.72134,0.93107,0.93312,5
"4608",0.73853,0.9334,0.93342,3
"4609",0.66015,0.93905,0.93911,1
"4610",0.70394,0.95164,0.9517,2
"4611",0.72429,0.93971,0.9399,6
"4612",0.75871,0.94039,0.94613,9
"4613",0.75022,0.93307,0.94656,5
"4614",0.74448,0.94804,0.95159,10
"4615",0.57846,0.95375,0.95509,8
"4616",0.6581,0.94421,0.94839,4
"4617",0.71093,0.94301,0.94438,7
"4618",0.70694,0.93118,0.93137,6
"4619",0.73391,0.9411,0.94181,8
"4620",0.66853,0.95918,0.9594,4
"4621",0.53784,0.94919,0.95009,3
"4622",0.71733,0.94249,0.94255,5
"4623",0.73202,0.93077,0.93077,7
"4624",0.70317,0.95815,0.95921,3
"4625",0.72478,0.94375,0.94438,5
"4626",0.75423,0.94725,0.94736,10
"4627",0.66118,0.95574,0.95585,1
"4628",0.63922,0.95626,0.95771,2
"4629",0.70798,0.94216,0.94219,5
"4630",0.75716,0.93812,0.93826,5
"4631",0.73902,0.94864,0.94927,9
"4632",0.64722,0.93727,0.9373,3
"4633",0.75005,0.93154,0.93156,10
"4634",0.69072,0.94326,0.94328,2
"4635",0.67239,0.9435,0.94449,7
"4636",0.72429,0.93577,0.93594,6
"4637",0.74328,0.93326,0.93736,3
"4638",0.76672,0.95164,0.95181,4
"4639",0.64651,0.94421,0.94424,1
"4640",0.7471,0.93189,0.93189,4
"4641",0.48432,0.93547,0.9355,1
"4642",0.61739,0.93288,0.93293,1
"4643",0.64589,0.9388,0.93883,5
"4644",0.72932,0.94842,0.94856,9
"4645",0.6555,0.94017,0.9402,1
"4646",0.4988,0.94673,0.94673,6
"4647",0.7621,0.9529,0.95293,4
"4648",0.75063,0.93085,0.93085,3
"4649",0.70296,0.9388,0.93883,4
"4650",0.56483,0.93796,0.93798,1
"4651",0.74735,0.9426,0.94266,3
"4652",0.42646,0.94214,0.9423,1
"4653",0.71831,0.94301,0.95083,9
"4654",0.73328,0.93807,0.93809,7
"4655",0.49779,0.9423,0.94233,1
"4656",0.59567,0.93238,0.93241,1
"4657",0.62654,0.93755,0.93758,3
"4658",0.27953,0.93372,0.93375,1
"4659",0.67678,0.95607,0.95902,2
"4660",0.75866,0.94809,0.94812,5
"4661",0.7049,0.95752,0.95798,6
"4662",0.44588,0.93419,0.93523,1
"4663",0.72705,0.93659,0.93659,5
"4664",0.7259,0.93238,0.93238,10
"4665",0.72006,0.94359,0.94367,9
"4666",0.70842,0.95386,0.95432,4
"4667",0.75068,0.9426,0.94263,10
"4668",0.73784,0.9423,0.9423,7
"4669",0.63225,0.94662,0.94667,1
"4670",0.30284,0.94588,0.94602,1
"4671",0.36165,0.94353,0.94361,1
"4672",0.58638,0.94339,0.94342,2
"4673",0.74803,0.93613,0.93648,9
"4674",0.74391,0.95924,0.95927,9
"4675",0.72522,0.93075,0.93075,5
"4676",0.75057,0.93391,0.93588,3
"4677",0.71383,0.94301,0.94304,2
"4678",0.54896,0.93842,0.93848,1
"4679",0.73101,0.94268,0.94271,5
"4680",0.75757,0.95069,0.95072,4
"4681",0.48208,0.93197,0.932,1
"4682",0.71547,0.95413,0.95416,3
"4683",0.53694,0.95085,0.95175,1
"4684",0.34677,0.95673,0.95694,1
"4685",0.72763,0.94304,0.94309,7
"4686",0.70839,0.93206,0.93255,4
"4687",0.69481,0.95867,0.95891,2
"4688",0.66526,0.94476,0.94577,1
"4689",0.73915,0.94555,0.94555,2
"4690",0.6787,0.93676,0.93676,2
"4691",0.6649,0.93626,0.93629,5
"4692",0.58884,0.94449,0.94544,7
"4693",0.50563,0.93419,0.93421,1
"4694",0.7314,0.93861,0.93886,8
"4695",0.71612,0.93217,0.9323,10
"4696",0.56415,0.94129,0.94135,2
"4697",0.5265,0.94244,0.94247,1
"4698",0.6864,0.95192,0.95681,8
"4699",0.73194,0.93383,0.93386,3
"4700",0.67241,0.93233,0.93345,8
"4701",0.53806,0.93389,0.93394,5
"4702",0.70629,0.93706,0.93708,10
"4703",0.7049,0.95252,0.95331,6
"4704",0.5542,0.93741,0.93752,2
"4705",0.72708,0.94561,0.94563,5
"4706",0.55529,0.9382,0.93823,2
"4707",0.74055,0.94072,0.94091,10
"4708",0.68973,0.93878,0.94044,8
"4709",0.57873,0.94675,0.94678,3
"4710",0.09898,0.9358,0.93594,1
"4711",0.75746,0.95334,0.95681,9
"4712",0.64673,0.93361,0.93361,5
"4713",0.52792,0.94438,0.9444,1
"4714",0.32229,0.94514,0.94517,1
"4715",0.73082,0.95509,0.95667,7
"4716",0.63824,0.95662,0.95703,9
"4717",0.71399,0.94435,0.94481,3
"4718",0.45705,0.94102,0.94107,1
"4719",0.74385,0.93859,0.93861,6
"4720",0.73558,0.94383,0.94383,3
"4721",0.72697,0.93118,0.93126,4
"4722",0.75107,0.93722,0.93725,9
"4723",0.72257,0.94074,0.94173,4
"4724",0.70634,0.947,0.95891,2
"4725",0.75178,0.94875,0.95156,10
"4726",0.75481,0.93856,0.9387,7
"4727",0.74899,0.95927,0.95943,6
"4728",0.6608,0.93066,0.93118,7
"4729",0.75238,0.94416,0.94416,7
"4730",0.76527,0.94793,0.94916,8
"4731",0.76306,0.94839,0.94842,6
"4732",0.43837,0.94096,0.94099,1
"4733",0.20916,0.93301,0.9358,1
"4734",0.75224,0.94645,0.94681,10
"4735",0.5244,0.94238,0.94241,9
"4736",0.46831,0.94419,0.94421,1
"4737",0.72847,0.93329,0.93725,10
"4738",0.68072,0.93077,0.93085,6
"4739",0.6137,0.95342,0.95342,1
"4740",0.73653,0.93326,0.93326,6
"4741",0.5406,0.93809,0.93812,5
"4742",0.5283,0.95809,0.95826,2
"4743",0.74478,0.94135,0.94137,8
"4744",0.75112,0.94574,0.94629,7
"4745",0.53614,0.94572,0.94858,3
"4746",0.6994,0.94785,0.94787,5
"4747",0.74527,0.94913,0.94916,3
"4748",0.74363,0.94389,0.94391,5
"4749",0.73153,0.95033,0.95036,6
"4750",0.67935,0.93703,0.93768,3
"4751",0.42506,0.94099,0.94132,1
"4752",0.43856,0.94055,0.94451,5
"4753",0.75341,0.94828,0.94878,3
"4754",0.28022,0.95585,0.95585,1
"4755",0.69255,0.94427,0.9443,2
"4756",0.28125,0.95509,0.95511,1
"4757",0.70143,0.9323,0.9323,9
"4758",0.76232,0.94864,0.94867,7
"4759",0.70304,0.94684,0.95703,3
"4760",0.69173,0.94716,0.94853,3
"4761",0.44326,0.9494,0.94957,2
"4762",0.67107,0.94839,0.95776,6
"4763",0.72118,0.94965,0.9497,2
"4764",0.61788,0.93162,0.93165,3
"4765",0.72498,0.95522,0.9555,3
"4766",0.65892,0.93315,0.93318,4
"4767",0.76169,0.9473,0.94736,9
"4768",0.72465,0.93132,0.93137,8
"4769",0.70831,0.93613,0.93618,6
"4770",0.7521,0.95623,0.95626,9
"4771",0.66818,0.9455,0.94719,3
"4772",0.75631,0.95637,0.9564,3
"4773",0.60827,0.94517,0.94553,6
"4774",0.74227,0.93151,0.93154,7
"4775",0.70984,0.93137,0.93247,7
"4776",0.74235,0.93992,0.93995,4
"4777",0.43064,0.94798,0.94809,1
"4778",0.72752,0.93345,0.93345,9
"4779",0.36881,0.93285,0.93288,1
"4780",0.72334,0.93268,0.93271,3
"4781",0.66064,0.93689,0.93695,2
"4782",0.51702,0.93758,0.9376,1
"4783",0.74659,0.94001,0.94009,9
"4784",0.53153,0.94369,0.94372,2
"4785",0.75175,0.93872,0.93872,10
"4786",0.60786,0.95424,0.95555,10
"4787",0.71948,0.94555,0.94555,6
"4788",0.67681,0.95823,0.9585,2
