"","custody_status","marital_status","screening_date","rec_supervision_level","rec_supervision_level_text","score_text","raw_score","decile_score","person_id"
"1696","Jail Inmate","Single",0.94339,1,"Low","Low",-3.77,1,1593
"1697","Jail Inmate","Single",0.94001,2,"Medium","Medium",-1.7,6,1594
"1698","Jail Inmate","Single",0.93334,3,"Medium with Override Consideration","Low",-2.08,4,1595
"1699","Jail Inmate","Single",0.93217,1,"Low","Low",-2.34,3,1596
"1700","Jail Inmate","Single",0.93282,1,"Low","Low",-3.57,1,1597
"1701","Jail Inmate","Single",0.94872,1,"Low","Low",-4.04,1,1598
"1702","Jail Inmate","Single",0.94195,1,"Low","Low",-3.4,1,1599
"1703","Pretrial Defendant","Single",0.94536,1,"Low","Low",-3.42,1,1600
"1704","Jail Inmate","Divorced",0.93364,1,"Low","Low",-2.86,2,1601
"1705","Jail Inmate","Single",0.93621,1,"Low","Low",-2.65,2,1602
"1706","Jail Inmate","Single",0.94886,1,"Low","Low",-2.17,4,1603
"1707","Jail Inmate","Single",0.93968,1,"Low","Low",-2.35,3,1604
"1708","Jail Inmate","Single",0.942,1,"Low","Medium",-1.93,5,1605
"1709","Jail Inmate","Single",0.93725,3,"Medium with Override Consideration","Medium",-1.79,5,1606
"1710","Jail Inmate","Single",0.93714,2,"Medium","Medium",-1.92,5,1607
"1711","Jail Inmate","Divorced",0.93047,2,"Medium","Low",-2.33,3,1608
"1712","Jail Inmate","Single",0.94588,3,"Medium with Override Consideration","Low",-2.37,3,1609
"1713","Pretrial Defendant","Single",0.94897,2,"Medium","Medium",-1.96,5,1610
"1714","Jail Inmate","Married",0.93258,1,"Low","Low",-2.72,2,1611
"1715","Jail Inmate","Single",0.94566,4,"High","High",-0.94,9,1612
"1716","Jail Inmate","Single",0.93187,1,"Low","Low",-3.09,1,1613
"1717","Pretrial Defendant","Divorced",0.94506,1,"Low","Low",-3.75,1,1614
"1718","Jail Inmate","Married",0.93867,1,"Low","Low",-3.49,1,1615
"1719","Jail Inmate","Single",0.94533,1,"Low","Low",-2.64,2,1616
"1720","Jail Inmate","Married",0.94323,1,"Low","Low",-2.99,1,1617
"1721","Jail Inmate","Separated",0.94208,1,"Low","Low",-3.21,1,1618
"1722","Jail Inmate","Separated",0.94607,1,"Low","Low",-2.12,4,1619
"1723","Jail Inmate","Separated",0.94607,1,"Low","Low",-2.08,4,1619
"1724","Jail Inmate","Married",0.93971,1,"Low","Low",-4.1,1,1620
"1725","Pretrial Defendant","Single",0.94774,1,"Low","Low",-3.28,1,1621
"1726","Jail Inmate","Single",0.93203,1,"Low","Low",-3.45,1,1622
"1727","Jail Inmate","Significant Other",0.9382,2,"Medium","Low",-2.2,4,1623
"1728","Jail Inmate","Single",0.93752,3,"Medium with Override Consideration","Medium",-1.85,5,1624
"1729","Pretrial Defendant","Single",0.93151,4,"High","High",-0.64,9,1625
"1730","Jail Inmate","Single",0.93318,4,"High","High",-0.64,9,1625
"1731","Jail Inmate","Single",0.94454,4,"High","High",-0.83,9,1625
"1732","Jail Inmate","Single",0.93334,1,"Low","Low",-2.3,3,1626
"1733","Jail Inmate","Single",0.93096,1,"Low","Low",-2.2,4,1627
"1734","Jail Inmate","Married",0.94274,1,"Low","Low",-3.94,1,1628
"1735","Jail Inmate","Single",0.94121,1,"Low","Low",-2.12,4,1629
"1736","Jail Inmate","Single",0.93411,1,"Low","Low",-3.42,1,1630
"1737","Jail Inmate","Single",0.93782,1,"Low","Low",-3.54,1,1631
"1738","Jail Inmate","Single",0.94421,3,"Medium with Override Consideration","Medium",-1.97,5,1632
"1739","Jail Inmate","Married",0.94768,1,"Low","Low",-3.95,1,1633
"1740","Jail Inmate","Single",0.93258,1,"Low","Low",-2.99,1,1634
"1741","Prison Inmate","Single",0.94593,2,"Medium","Medium",-1.6,6,1635
"1742","Jail Inmate","Single",0.94588,1,"Low","Low",-2.09,4,1636
"1743","Pretrial Defendant","Married",0.93454,1,"Low","Low",-3.29,1,1637
"1744","Jail Inmate","Single",0.93771,1,"Low","Low",-3.3,1,1638
"1745","Jail Inmate","Divorced",0.93962,1,"Low","Medium",-1.93,5,1639
"1746","Jail Inmate","Married",0.93023,1,"Low","Low",-3.73,1,1640
"1747","Jail Inmate","Single",0.94807,1,"Low","Low",-2.92,2,1641
"1748","Jail Inmate","Significant Other",0.94222,2,"Medium","Low",-2,4,1642
"1749","Jail Inmate","Single",0.93334,1,"Low","Low",-2.17,4,1643
"1750","Jail Inmate","Separated",0.93924,1,"Low","Low",-3.64,1,1644
"1751","Jail Inmate","Single",0.94266,2,"Medium","Medium",-1.62,6,1645
"1752","Jail Inmate","Separated",0.93274,1,"Low","Low",-3.54,1,1646
"1753","Jail Inmate","Single",0.94334,1,"Low","Low",-2.14,4,1647
"1754","Jail Inmate","Single",0.93889,1,"Low","Low",-3.64,1,1648
"1755","Jail Inmate","Single",0.939,2,"Medium","Low",-2.33,3,1649
"1756","Pretrial Defendant","Single",0.94339,3,"Medium with Override Consideration","Medium",-1.86,5,1650
"1757","Jail Inmate","Married",0.93211,1,"Low","Low",-3.37,1,1651
"1758","Jail Inmate","Married",0.93233,1,"Low","Low",-3.79,1,1652
"1759","Pretrial Defendant","Single",0.93905,1,"Low","Low",-2.13,4,1653
"1760","Pretrial Defendant","Single",0.94869,1,"Low","Low",-2.45,3,1654
"1761","Jail Inmate","Single",0.93075,1,"Low","Low",-2.1,4,1655
"1762","Jail Inmate","Single",0.94135,1,"Low","Low",-2.3,3,1655
"1763","Pretrial Defendant","Single",0.94028,1,"Low","Low",-3.13,1,1656
"1764","Jail Inmate","Significant Other",0.93105,1,"Low","Low",-2.87,2,1657
"1765","Jail Inmate","Divorced",0.93397,1,"Low","Low",-4.13,1,1658
"1766","Jail Inmate","Single",0.94331,1,"Low","Low",-2.36,3,1659
"1767","Jail Inmate","Single",0.93116,3,"Medium with Override Consideration","Medium",-1.85,5,1660
"1768","Residential Program","Single",0.94471,3,"Medium with Override Consideration","Medium",-1.65,6,1661
"1769","Jail Inmate","Single",0.94738,1,"Low","Low",-2.7,2,1662
"1770","Jail Inmate","Married",0.93132,1,"Low","Low",-3.45,1,1663
"1771","Jail Inmate","Single",0.93118,3,"Medium with Override Consideration","Low",-2,4,1664
"1772","Jail Inmate","Single",0.93249,2,"Medium","Medium",-1.34,7,1665
"1773","Pretrial Defendant","Single",0.93943,1,"Low","Low",-3.52,1,1666
"1774","Jail Inmate","Single",0.94812,2,"Medium","Medium",-1.64,6,1667
"1775","Jail Inmate","Married",0.93247,4,"High","High",-0.86,9,1668
"1776","Jail Inmate","Single",0.93094,4,"High","High",-1.14,8,1669
"1777","Jail Inmate","Single",0.93274,2,"Medium","Medium",-1.68,6,1670
"1778","Jail Inmate","Single",0.94099,2,"Medium","Medium",-1.68,6,1670
"1779","Jail Inmate","Single",0.9491,1,"Low","Low",-2.25,3,1671
"1780","Jail Inmate","Single",0.94236,3,"Medium with Override Consideration","Medium",-1.31,7,1672
"1781","Pretrial Defendant","Single",0.93902,2,"Medium","Medium",-1.5,6,1673
"1782","Jail Inmate","Married",0.9376,1,"Low","Low",-2.24,3,1674
"1783","Jail Inmate","Single",0.94039,3,"Medium with Override Consideration","Medium",-1.69,6,1675
"1784","Pretrial Defendant","Married",0.94031,1,"Low","Low",-2.86,2,1676
"1785","Jail Inmate","Divorced",0.94976,1,"Low","Low",-3.13,1,1677
"1786","Pretrial Defendant","Separated",0.9317,1,"Low","Low",-3.93,1,1678
"1787","Jail Inmate","Married",0.94736,1,"Low","Low",-3.05,1,1679
"1788","Pretrial Defendant","Married",0.93255,1,"Low","Medium",-1.81,5,1680
"1789","Jail Inmate","Single",0.93113,1,"Low","Low",-3.16,1,1681
"1790","Jail Inmate","Single",0.93315,1,"Low","Low",-3.06,1,1682
"1791","Pretrial Defendant","Single",0.93061,2,"Medium","Medium",-1.68,6,1683
"1792","Jail Inmate","Single",0.93118,2,"Medium","Medium",-1.74,5,1684
"1793","Jail Inmate","Significant Other",0.93244,2,"Medium","Medium",-1.84,5,1685
"1794","Jail Inmate","Single",0.94364,1,"Low","Low",-2.26,3,1686
"1795","Jail Inmate","Divorced",0.9482,1,"Low","Low",-2.4,3,1687
"1796","Jail Inmate","Single",0.93085,3,"Medium with Override Consideration","Medium",-1.74,5,1688
"1797","Jail Inmate","Single",0.93356,1,"Low","Low",-3.67,1,1689
"1798","Jail Inmate","Single",0.94471,1,"Low","Low",-3.13,1,1690
"1799","Jail Inmate","Single",0.93217,3,"Medium with Override Consideration","Medium",-1.44,7,1691
"1800","Pretrial Defendant","Single",0.9358,1,"Low","Low",-3.5,1,1692
"1801","Jail Inmate","Single",0.94834,1,"Low","Low",-2.99,1,1693
"1802","Jail Inmate","Single",0.94315,1,"Low","Low",-2.17,4,1694
"1803","Jail Inmate","Single",0.93774,4,"High","High",-0.9,9,1695
"1804","Pretrial Defendant","Single",0.93932,3,"Medium with Override Consideration","Medium",-1.74,5,1696
"1805","Jail Inmate","Single",0.93036,1,"Low","Low",-2.33,3,1697
"1806","Pretrial Defendant","Single",0.93763,1,"Low","Low",-2.12,4,1698
"1807","Jail Inmate","Single",0.93962,1,"Low","Low",-3.03,1,1699
"1808","Jail Inmate","Single",0.93334,1,"Low","Low",-2.2,4,1700
"1809","Jail Inmate","Single",0.94129,3,"Medium with Override Consideration","Medium",-1.32,7,1701
"1810","Pretrial Defendant","Single",0.93435,3,"Medium with Override Consideration","Low",-2.52,3,1702
"1811","Pretrial Defendant","Single",0.93493,3,"Medium with Override Consideration","Low",-2.52,3,1702
"1812","Jail Inmate","Single",0.94304,2,"Medium","Low",-2.81,2,1703
"1813","Jail Inmate","Single",0.93017,1,"Low","Low",-3.01,1,1704
"1814","Jail Inmate","Single",0.93654,2,"Medium","Medium",-1.35,7,1705
"1815","Jail Inmate","Significant Other",0.9443,2,"Medium","Medium",-1.7,6,1706
"1816","Jail Inmate","Single",0.94613,2,"Medium","Medium",-1.55,6,1706
"1817","Jail Inmate","Single",0.93023,1,"Low","Low",-2.32,3,1707
"1818","Jail Inmate","Significant Other",0.94856,1,"Low","Low",-2.4,3,1708
"1819","Jail Inmate","Single",0.94126,3,"Medium with Override Consideration","Medium",-1.46,7,1709
"1820","Pretrial Defendant","Single",0.93263,1,"Low","Low",-3.06,1,1710
"1821","Jail Inmate","Significant Other",0.94031,1,"Low","Low",-3.29,1,1711
"1822","Jail Inmate","Significant Other",0.93312,1,"Low","Low",-3.85,1,1712
"1823","Jail Inmate","Single",0.94547,1,"Low","Low",-2.36,3,1713
"1824","Pretrial Defendant","Single",0.93342,4,"High","High",0.18,10,1714
"1825","Jail Inmate","Significant Other",0.93244,2,"Medium","Low",-2.79,2,1715
"1826","Jail Inmate","Single",0.93252,1,"Low","Medium",-1.83,5,1715
"1827","Jail Inmate","Single",0.93722,1,"Low","Low",-2.27,3,1716
"1828","Jail Inmate","Single",0.93695,2,"Medium","Medium",-1.4,7,1717
"1829","Jail Inmate","Single",0.934,4,"High","High",-1,8,1718
"1830","Jail Inmate","Divorced",0.94145,1,"Low","Low",-4.31,1,1719
"1831","Pretrial Defendant","Single",0.94662,1,"Low","Low",-2.45,3,1720
"1832","Jail Inmate","Divorced",0.93102,1,"Low","Low",-2.85,2,1721
"1833","Jail Inmate","Single",0.94268,1,"Low","Low",-3.1,1,1722
"1834","Jail Inmate","Single",0.94481,3,"Medium with Override Consideration","Medium",-1.84,5,1723
"1835","Pretrial Defendant","Single",0.93752,2,"Medium","Low",-2.77,2,1724
"1836","Jail Inmate","Single",0.9308,1,"Low","Low",-2.35,3,1725
"1837","Jail Inmate","Married",0.94809,1,"Low","Low",-2.63,2,1726
"1838","Pretrial Defendant","Single",0.93154,1,"Low","Low",-3.33,1,1727
"1839","Pretrial Defendant","Single",0.93116,3,"Medium with Override Consideration","Medium",-1.42,7,1728
"1840","Jail Inmate","Significant Other",0.93282,1,"Low","Low",-3.1,1,1729
"1841","Jail Inmate","Single",0.94184,1,"Low","Low",-3.37,1,1730
"1842","Pretrial Defendant","Widowed",0.93121,1,"Low","Low",-3.61,1,1731
"1843","Jail Inmate","Single",0.94665,4,"High","High",-1.22,8,1732
"1844","Jail Inmate","Single",0.93405,2,"Medium","Low",-2.75,2,1733
"1845","Jail Inmate","Single",0.9302,1,"Low","Low",-3.14,1,1734
"1846","Jail Inmate","Married",0.94104,1,"Low","Low",-2.93,2,1735
"1847","Jail Inmate","Single",0.93656,2,"Medium","Medium",-1.93,5,1736
"1848","Jail Inmate","Single",0.93706,4,"High","High",-1.07,8,1737
"1849","Jail Inmate","Single",0.94613,1,"Low","Low",-2.39,3,1738
"1850","Jail Inmate","Single",0.94339,2,"Medium","Medium",-1.64,6,1739
"1851","Jail Inmate","Single",0.9444,1,"Low","Low",-3.99,1,1740
"1852","Jail Inmate","Single",0.93124,2,"Medium","Low",-2.04,4,1741
"1853","Jail Inmate","Single",0.93361,3,"Medium with Override Consideration","Medium",-1.72,6,1741
"1854","Jail Inmate","Single",0.93637,2,"Medium","Medium",-1.37,7,1742
"1855","Jail Inmate","Married",0.94547,1,"Low","Low",-2.99,1,1743
"1856","Jail Inmate","Single",0.93607,1,"Low","Low",-2.58,2,1744
"1857","Pretrial Defendant","Single",0.94402,1,"Low","Low",-2.43,3,1745
"1858","Jail Inmate","Single",0.93386,1,"Low","Low",-2.36,3,1746
"1859","Pretrial Defendant","Single",0.93957,2,"Medium","Medium",-1.37,7,1747
"1860","Pretrial Defendant","Single",0.93998,1,"Low","Medium",-1.87,5,1748
"1861","Jail Inmate","Single",0.93768,1,"Low","Low",-4.16,1,1749
"1862","Jail Inmate","Single",0.94402,1,"Low","Medium",-1.96,5,1750
"1863","Jail Inmate","Single",0.94509,2,"Medium","Low",-2.67,2,1751
"1864","Jail Inmate","Single",0.9323,2,"Medium","Low",-2.55,3,1752
"1865","Jail Inmate","Single",0.94951,1,"Low","Low",-2.92,2,1753
"1866","Jail Inmate","Single",0.94181,1,"Low","Low",-3.28,1,1754
"1867","Jail Inmate","Single",0.93779,2,"Medium","Medium",-1.96,5,1755
"1868","Pretrial Defendant","Married",0.94036,1,"Low","Low",-3.84,1,1756
"1869","Jail Inmate","Single",0.93331,1,"Low","Low",-2.78,2,1757
"1870","Jail Inmate","Single",0.94492,3,"Medium with Override Consideration","High",-0.98,9,1758
"1871","Pretrial Defendant","Single",0.93055,3,"Medium with Override Consideration","Medium",-1.65,6,1759
"1872","Jail Inmate","Single",0.9452,1,"Low","Low",-2.74,2,1760
"1873","Jail Inmate","Single",0.94328,2,"Medium","Medium",-1.48,7,1761
"1874","Jail Inmate","Divorced",0.94359,2,"Medium","Low",-2.2,4,1762
"1875","Jail Inmate","Significant Other",0.93178,1,"Low","Low",-2.4,3,1763
"1876","Pretrial Defendant","Single",0.93976,1,"Low","Low",-2.26,3,1764
"1877","Jail Inmate","Single",0.93727,4,"High","High",-1.17,8,1765
"1878","Pretrial Defendant","Single",0.94741,2,"Medium","Low",-2.34,3,1766
"1879","Pretrial Defendant","Single",0.94033,1,"Low","Low",-3.71,1,1767
"1880","Pretrial Defendant","Single",0.93766,1,"Low","Low",-3.91,1,1768
"1881","Jail Inmate","Single",0.94328,2,"Medium","Medium",-1.77,5,1769
"1882","Jail Inmate","Single",0.94151,1,"Low","Low",-2.28,3,1770
"1883","Jail Inmate","Single",0.94277,1,"Low","Medium",-1.76,5,1771
"1884","Jail Inmate","Married",0.93293,1,"Low","Low",-2.84,2,1772
"1885","Jail Inmate","Divorced",0.93932,1,"Low","Low",-3.75,1,1773
"1886","Jail Inmate","Single",0.94252,1,"Low","Low",-2.2,4,1774
"1887","Jail Inmate","Single",0.93908,3,"Medium with Override Consideration","Medium",-1.65,6,1775
"1888","Jail Inmate","Single",0.93233,4,"High","High",-0.72,9,1776
"1889","Jail Inmate","Single",0.93916,4,"High","High",-0.96,9,1776
"1890","Pretrial Defendant","Single",0.93077,3,"Medium with Override Consideration","High",-1.06,8,1777
"1891","Jail Inmate","Single",0.9497,4,"High","High",-1.18,8,1778
"1892","Jail Inmate","Married",0.9458,1,"Low","Low",-3.54,1,1779
"1893","Jail Inmate","Single",0.93695,1,"Low","Low",-2.69,2,1780
"1894","Jail Inmate","Single",0.93258,1,"Low","Low",-2.32,3,1781
"1895","Jail Inmate","Married",0.94249,1,"Low","Low",-2.15,4,1782
"1896","Jail Inmate","Single",0.93375,2,"Medium","Medium",-1.64,6,1783
"1897","Pretrial Defendant","Single",0.94973,3,"Medium with Override Consideration","Low",-2.1,4,1784
"1898","Jail Inmate","Significant Other",0.94544,3,"Medium with Override Consideration","Low",-2.38,3,1785
"1899","Jail Inmate","Single",0.93148,3,"Medium with Override Consideration","Medium",-1.87,5,1786
"1900","Jail Inmate","Single",0.93798,2,"Medium","Medium",-1.42,7,1787
"1901","Pretrial Defendant","Single",0.9476,4,"High","High",-0.2,10,1788
"1902","Probation","Single",0.94667,2,"Medium","Low",-2.03,4,1789
"1903","Jail Inmate","Single",0.94938,1,"Low","Low",-2.12,4,1790
"1904","Jail Inmate","Single",0.93984,3,"Medium with Override Consideration","Low",-2.03,4,1791
"1905","Jail Inmate","Single",0.93066,3,"Medium with Override Consideration","Medium",-1.73,6,1792
"1906","Jail Inmate","Divorced",0.94621,1,"Low","Low",-3.59,1,1793
"1907","Jail Inmate","Separated",0.93296,1,"Low","Low",-3.38,1,1794
"1908","Jail Inmate","Single",0.93326,2,"Medium","Medium",-1.55,6,1795
"1909","Jail Inmate","Single",0.93889,2,"Medium","Medium",-1.62,6,1796
"1910","Jail Inmate","Single",0.94263,3,"Medium with Override Consideration","Medium",-1.52,6,1797
"1911","Pretrial Defendant","Single",0.93818,2,"Medium","Medium",-1.68,6,1798
"1912","Pretrial Defendant","Single",0.94304,2,"Medium","Low",-2.25,3,1799
"1913","Pretrial Defendant","Married",0.93998,1,"Low","Low",-2.61,2,1800
"1914","Jail Inmate","Significant Other",0.94088,1,"Low","Low",-2.24,3,1801
"1915","Pretrial Defendant","Married",0.94487,1,"Low","Low",-4.38,1,1802
"1916","Jail Inmate","Single",0.94025,1,"Low","Low",-2.83,2,1803
"1917","Jail Inmate","Divorced",0.93421,1,"Low","Low",-2.91,2,1804
"1918","Jail Inmate","Single",0.93053,1,"Low","Low",-2.17,4,1805
"1919","Jail Inmate","Single",0.93187,1,"Low","Low",-2.75,2,1806
"1920","Pretrial Defendant","Single",0.94746,1,"Low","Low",-3.59,1,1807
"1921","Jail Inmate","Single",0.94766,1,"Low","Low",-2.48,3,1808
"1922","Jail Inmate","Single",0.93629,2,"Medium","Medium",-1.69,6,1809
"1923","Jail Inmate","Married",0.93853,1,"Low","Low",-2.96,1,1810
"1924","Jail Inmate","Married",0.94921,1,"Low","Low",-3.49,1,1811
"1925","Pretrial Defendant","Single",0.94716,1,"Low","Low",-2.79,2,1812
"1926","Jail Inmate","Single",0.94607,1,"Low","Low",-2.84,2,1813
"1927","Jail Inmate","Single",0.94858,1,"Low","Low",-2.7,2,1814
"1928","Jail Inmate","Single",0.93126,1,"Low","Low",-3.05,1,1815
"1929","Jail Inmate","Single",0.94981,3,"Medium with Override Consideration","Medium",-1.85,5,1816
"1930","Jail Inmate","Married",0.9361,1,"Low","Medium",-1.93,5,1817
"1931","Jail Inmate","Single",0.94856,1,"Low","Low",-2.42,3,1818
"1932","Jail Inmate","Single",0.93766,2,"Medium","Medium",-1.82,5,1819
"1933","Jail Inmate","Single",0.93842,1,"Low","Low",-2.69,2,1820
"1934","Jail Inmate","Single",0.94047,1,"Low","Low",-2.42,3,1821
"1935","Jail Inmate","Single",0.94807,1,"Low","Low",-2.65,2,1822
"1936","Jail Inmate","Married",0.9326,1,"Low","Low",-3.43,1,1823
"1937","Pretrial Defendant","Single",0.9491,2,"Medium","Medium",-1.64,6,1824
"1938","Jail Inmate","Married",0.94722,1,"Low","Low",-3.34,1,1825
"1939","Jail Inmate","Single",0.93274,1,"Low","Low",-3.9,1,1826
"1940","Jail Inmate","Single",0.93673,2,"Medium","Medium",-1.88,5,1827
"1941","Jail Inmate","Married",0.94468,1,"Low","Low",-3.22,1,1828
"1942","Jail Inmate","Single",0.93214,1,"Low","Low",-2.77,2,1829
"1943","Jail Inmate","Single",0.94755,4,"High","High",-0.37,10,1830
"1944","Jail Inmate","Single",0.94812,4,"High","High",0.93,10,1830
"1945","Jail Inmate","Single",0.94875,2,"Medium","Low",-2.23,4,1831
"1946","Pretrial Defendant","Single",0.93039,4,"High","High",-0.31,10,1832
"1947","Pretrial Defendant","Single",0.93206,4,"High","High",-0.43,10,1832
"1948","Jail Inmate","Single",0.93244,1,"Low","Low",-1.98,4,1833
"1949","Jail Inmate","Single",0.93156,1,"Low","Medium",-1.9,5,1834
"1950","Pretrial Defendant","Single",0.94375,1,"Low","Low",-2.54,3,1835
"1951","Jail Inmate","Significant Other",0.94716,1,"Low","Low",-3.16,1,1836
"1952","Pretrial Defendant","Single",0.94353,3,"Medium with Override Consideration","Medium",-1.52,6,1837
"1953","Jail Inmate","Significant Other",0.94602,1,"Low","Low",-3.27,1,1838
"1954","Jail Inmate","Single",0.94367,1,"Low","Low",-2.34,3,1839
"1955","Pretrial Defendant","Single",0.93741,1,"Low","Low",-3.58,1,1840
"1956","Pretrial Defendant","Married",0.93156,1,"Low","Low",-2.89,2,1841
"1957","Pretrial Defendant","Single",0.947,2,"Medium","Medium",-1.59,6,1842
"1958","Pretrial Defendant","Married",0.9443,1,"Low","Low",-2.97,1,1843
"1959","Jail Inmate","Single",0.93665,2,"Medium","Low",-2.57,2,1844
"1960","Pretrial Defendant","Married",0.94785,2,"Medium","Low",-2.6,2,1844
"1961","Pretrial Defendant","Single",0.93173,1,"Low","Low",-2.94,2,1845
"1962","Pretrial Defendant","Single",0.94247,4,"High","High",-1.18,8,1846
"1963","Pretrial Defendant","Single",0.94277,4,"High","High",-1.18,8,1846
"1964","Jail Inmate","Single",0.93244,1,"Low","Low",-3.19,1,1847
"1965","Jail Inmate","Single",0.94356,1,"Low","Low",-2.33,3,1848
"1966","Jail Inmate","Significant Other",0.94372,2,"Medium","Medium",-1.82,5,1849
"1967","Jail Inmate","Single",0.93137,2,"Medium","Medium",-1.49,7,1850
"1968","Jail Inmate","Single",0.94809,3,"Medium with Override Consideration","Low",-2.1,4,1851
"1969","Jail Inmate","Single",0.94637,2,"Medium","Medium",-1.7,6,1852
"1970","Jail Inmate","Single",0.93137,1,"Low","Low",-2.74,2,1853
"1971","Jail Inmate","Single",0.93121,1,"Low","Low",-3.04,1,1854
"1972","Jail Inmate","Single",0.94973,3,"Medium with Override Consideration","Medium",-1.41,7,1855
"1973","Jail Inmate","Single",0.94186,1,"Low","Medium",-1.8,5,1856
"1974","Jail Inmate","Married",0.94853,4,"High","High",0.02,10,1857
"1975","Jail Inmate","Single",0.94206,4,"High","High",-0.33,10,1858
"1976","Jail Inmate","Single",0.93165,1,"Low","Low",-2.68,2,1859
"1977","Jail Inmate","Single",0.93293,2,"Medium","Medium",-1.52,6,1860
"1978","Jail Inmate","Single",0.93689,3,"Medium with Override Consideration","Low",-2,4,1861
"1979","Jail Inmate","Single",0.9361,1,"Low","Low",-2.72,2,1862
"1980","Jail Inmate","Single",0.9446,2,"Medium","Low",-2.24,3,1863
"1981","Jail Inmate","Married",0.93159,1,"Low","Low",-2.75,2,1864
"1982","Jail Inmate","Married",0.939,1,"Low","Low",-3.33,1,1865
"1983","Jail Inmate","Single",0.9402,1,"Low","Low",-2.77,2,1866
"1984","Jail Inmate","Single",0.94462,1,"Low","Low",-2.71,2,1867
"1985","Jail Inmate","Single",0.93402,4,"High","High",-1.2,8,1868
"1986","Jail Inmate","Married",0.93736,1,"Low","Low",-3.95,1,1869
"1987","Jail Inmate","Single",0.93837,2,"Medium","Medium",-1.53,6,1870
"1988","Jail Inmate","Single",0.93318,4,"High","High",-1.14,8,1871
"1989","Jail Inmate","Single",0.93848,1,"Low","Low",-3.31,1,1872
"1990","Residential Program","Single",0.93788,1,"Low","Low",-2.86,2,1873
"1991","Jail Inmate","Single",0.94132,1,"Low","Low",-2.14,4,1874
"1992","Pretrial Defendant","Single",0.94154,3,"Medium with Override Consideration","Low",-2.58,2,1875
"1993","Pretrial Defendant","Married",0.9361,1,"Low","Low",-2.81,2,1876
"1994","Jail Inmate","Single",0.93356,1,"Low","Medium",-1.82,5,1877
"1995","Jail Inmate","Single",0.9367,3,"Medium with Override Consideration","Medium",-1.3,7,1878
"1996","Jail Inmate","Single",0.93055,4,"High","High",-0.89,9,1879
"1997","Jail Inmate","Single",0.93856,4,"High","High",-1.22,8,1880
"1998","Jail Inmate","Married",0.93676,1,"Low","Low",-3.62,1,1881
"1999","Pretrial Defendant","Single",0.93364,4,"High","High",-0.47,10,1882
"2000","Jail Inmate","Married",0.94124,1,"Low","Low",-3.46,1,1883
"2001","Jail Inmate","Single",0.94006,1,"Low","Low",-2.18,4,1884
"2002","Pretrial Defendant","Single",0.94837,3,"Medium with Override Consideration","Low",-2.14,4,1885
"2003","Jail Inmate","Divorced",0.9335,1,"Low","Low",-3.77,1,1886
"2004","Jail Inmate","Single",0.94809,2,"Medium","Medium",-1.66,6,1887
"2005","Jail Inmate","Single",0.93085,1,"Low","Low",-2.1,4,1888
"2006","Jail Inmate","Single",0.94886,2,"Medium","Medium",-1.49,7,1889
"2007","Jail Inmate","Single",0.94787,1,"Low","Low",-2.34,3,1890
"2008","Jail Inmate","Single",0.93176,1,"Low","Low",-2.82,2,1891
"2009","Jail Inmate","Single",0.93364,4,"High","High",-0.74,9,1892
"2010","Jail Inmate","Single",0.93203,3,"Medium with Override Consideration","Low",-1.98,4,1893
"2011","Jail Inmate","Single",0.93247,3,"Medium with Override Consideration","Low",-1.98,4,1893
"2012","Jail Inmate","Single",0.93624,1,"Low","Low",-2.42,3,1894
"2013","Jail Inmate","Single",0.9446,1,"Low","Low",-2.14,4,1894
"2014","Jail Inmate","Single",0.93118,4,"High","High",-0.66,9,1895
"2015","Jail Inmate","Single",0.94175,1,"Low","Low",-3.31,1,1896
"2016","Jail Inmate","Single",0.94184,1,"Low","Low",-3.31,1,1896
"2017","Jail Inmate","Single",0.93233,3,"Medium with Override Consideration","High",-1.16,8,1897
"2018","Jail Inmate","Single",0.94878,2,"Medium","Medium",-1.73,6,1898
"2019","Jail Inmate","Separated",0.93195,1,"Low","Low",-3.17,1,1899
"2020","Jail Inmate","Single",0.93192,1,"Low","Low",-2.78,2,1900
"2021","Jail Inmate","Single",0.93195,1,"Low","Low",-2.63,2,1900
"2022","Jail Inmate","Single",0.93375,1,"Low","Low",-3.35,1,1901
"2023","Jail Inmate","Single",0.93665,1,"Low","Low",-3.31,1,1901
"2024","Pretrial Defendant","Single",0.94148,3,"Medium with Override Consideration","Low",-2.38,3,1902
"2025","Jail Inmate","Married",0.94206,1,"Low","Low",-3.2,1,1903
"2026","Jail Inmate","Single",0.93058,1,"Low","Low",-2.5,3,1904
"2027","Jail Inmate","Single",0.93094,1,"Low","Low",-2.65,2,1905
"2028","Jail Inmate","Single",0.93249,1,"Low","Low",-2.29,3,1906
"2029","Jail Inmate","Single",0.94629,1,"Low","Medium",-1.94,5,1907
"2030","Pretrial Defendant","Single",0.9361,4,"High","High",-0.67,9,1908
"2031","Jail Inmate","Married",0.93774,1,"Low","Low",-2.64,2,1909
"2032","Jail Inmate","Significant Other",0.93285,1,"Low","Low",-3.57,1,1910
"2033","Jail Inmate","Single",0.94919,2,"Medium","Low",-2.24,3,1911
"2034","Jail Inmate","Married",0.94424,1,"Low","Low",-3.81,1,1912
"2035","Jail Inmate","Single",0.94241,2,"Medium","Medium",-1.54,6,1913
"2036","Jail Inmate","Single",0.93919,2,"Medium","Medium",-1.4,7,1914
