"","id","sex","race","dob","juv_fel_count","juv_misd_count","juv_other_count","compas_screening_date","priors_count","days_b_screening_arrest","c_jail_in","c_jail_out","c_days_from_compas","c_offense_date","c_charge_degree","is_recid","num_r_cases","max_degree","min_degree","avg_degree","med_degree","charges_recid","charges_no_recid","charges_total","charge_latest","decile_recid","decile_violence","decile_fail_to_appear"
"1250",1327,"Male","Other",0.55344,0,0,0,0.94413,2,0,0.94413,0.94435,0,0.94413,0.85,0,0,0.85,0,0.29,0,0,10,10,0.94413,1,1,2
"1251",1328,"Female","African-American",0.69749,0,0,0,0.93703,1,-3e-05,0.937,0.93703,0,0.937,0.6,0,0,0.6,0,0.16429,0,0,7,7,0.937,2,2,1
"1252",1329,"Male","Caucasian",0.74295,0,1,0,0.9367,1,-3e-05,0.93667,0.93722,0,0.93667,0.85,1,2,0.85,0,0.585,0.6,2,8,10,0.95388,8,6,1
"1253",1330,"Male","Caucasian",0.53409,0,0,0,0.93088,3,0,0.93088,0.93091,0,0.93088,0.85,0,0,0.85,0,0.50556,0.6,0,9,9,0.93088,4,2,7
"1254",1331,"Male","African-American",0.7259,0,3,1,0.93323,6,-3e-05,0.9332,0.93692,0,0.9332,0.85,1,3,1,0,0.60714,0.6,4,17,21,0.96074,10,6,3
"1255",1332,"Male","Other",0.62914,0,0,0,0.94077,4,-3e-05,0.94074,0.9408,0,0.94074,0.85,1,1,0.85,0,0.19357,0,6,22,28,0.95697,3,2,3
"1256",1333,"Male","African-American",0.60493,0,0,0,0.9449,0,0,0.9449,0.94651,0,0.9449,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.9449,6,3,7
"1257",1334,"Male","African-American",0.67536,0,0,0,0.9405,1,-3e-05,0.94047,0.94053,0,0.94047,0.85,0,0,0.9,0,0.59286,0.85,0,7,7,0.93919,3,2,1
"1258",1335,"Female","Caucasian",0.59286,0,0,0,0.9317,4,0,0.9317,0.9317,0,0.92749,0.55,0,0,0.9,0,0.35714,0.55,0,21,21,0.92749,4,2,2
"1259",1336,"Male","Caucasian",0.45684,0,0,0,0.93219,1,-3e-05,0.93217,0.93219,0,0.90905,0.85,1,2,0.85,0,0.46667,0.55,4,2,6,0.95257,1,1,6
"1260",1337,"Male","Other",0.70214,0,0,0,0.94719,0,-3e-05,0.94716,0.94719,0,0.94716,0.9,0,0,0.9,0,0.45,0.45,0,2,2,0.94716,2,2,1
"1261",1338,"Male","African-American",0.47902,0,0,0,0.94711,3,0,0.94711,0.9494,0,0.94711,0.85,0,0,0.85,0,0.37778,0.55,0,9,9,0.94711,6,5,4
"1262",1339,"Male","African-American",0.74765,0,0,0,0.94531,0,-3e-05,0.94528,0.94531,0,0.94528,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94528,5,7,1
"1263",1341,"Male","Native American",0.58136,0,0,1,0.93829,25,-0.0047,0.93359,0.93381,0,0.93359,0.55,1,1,0.9,0,0.60934,0.6,2,59,61,0.9499,10,7,8
"1264",1342,"Male","African-American",0.63993,0,0,0,0.94175,1,-3e-05,0.94173,0.94175,0,0.94173,0.85,0,0,0.85,0,0.425,0.425,0,4,4,0.94173,7,2,6
"1265",1343,"Male","Hispanic",0.72148,0,0,0,0.94159,3,-3e-05,0.94156,0.94424,0,0.94156,0.85,1,3,0.9,0.55,0.69231,0.6,3,10,13,0.95479,6,6,9
"1266",1344,"Male","African-American",0.44479,0,0,0,0.94091,3,-3e-05,0.94088,0.94091,0,0.94088,0.85,0,0,0.85,0,0.68,0.85,0,10,10,0.94088,2,1,3
"1267",1345,"Male","Caucasian",0.76473,0,0,0,0.94593,1,-3e-05,0.94591,0.94593,0,0.94591,0.6,1,4,0.85,0,0.41667,0.55,7,2,9,0.95962,4,7,1
"1268",1346,"Male","African-American",0.63944,0,0,0,0.9382,4,0,0.9382,0.94115,0,0.9382,0.85,0,0,0.85,0,0.48125,0.575,0,8,8,0.9373,5,2,5
"1269",1347,"Female","Caucasian",0.64777,0,0,0,0.93599,1,-6e-04,0.93539,0.93539,0,0.93536,0.85,1,2,0.85,0,0.18929,0,4,10,14,0.95949,3,3,3
"1270",1348,"Female","African-American",0.66411,0,0,0,0.93632,1,0.00019,0.93651,0.94143,0,0.93233,1,0,0,1,0,0.55,0.85,0,5,5,0.92591,5,4,3
"1271",1349,"Male","Hispanic",0.52431,0,0,0,0.93736,0,-3e-05,0.93733,0.93736,0,0.93733,0.6,0,0,0.6,0,0.2,0,0,3,3,0.93733,1,1,1
"1272",1350,"Female","Other",0.70421,0,0,0,0.94872,2,0,0.94872,0.94872,0,0.94869,0.85,0,0,0.85,0,0.325,0.275,0,8,8,0.94869,4,2,1
"1273",1351,"Male","African-American",0.70055,0,0,0,0.93096,9,-3e-05,0.93094,0.93124,0,0.93094,0.85,1,1,0.85,0,0.38542,0.55,1,23,24,0.93585,7,7,3
"1274",1352,"Male","Caucasian",0.69181,0,0,0,0.93113,0,-3e-05,0.9311,0.93187,0,0.9311,0.85,1,2,1,0.85,0.9,0.85,2,1,3,0.93779,10,5,5
"1275",1353,"Male","Caucasian",0.43599,0,0,0,0.9493,1,-3e-05,0.94927,0.94935,0,0.94927,0.85,1,1,0.85,0,0.48571,0.55,4,3,7,0.95613,1,1,3
"1276",1354,"Male","Hispanic",0.69181,0,0,0,0.94181,1,-3e-05,0.94178,0.94181,0,0.91113,0.55,0,0,0.55,0,0.06875,0,1,7,8,0.94574,1,2,1
"1277",1356,"Female","Hispanic",0.38703,0,0,0,0.93378,1,-3e-05,0.93375,0.93378,0,0.93356,0.6,0,0,0.6,0,0.12,0,3,2,5,0.95487,2,1,1
"1278",1357,"Male","Other",0.49164,0,0,0,0.94777,2,-3e-05,0.94774,0.94777,0,0.94774,0.55,0,0,0.85,0,0.44545,0.55,0,11,11,0.94774,1,1,1
"1279",1358,"Male","African-American",0.68072,0,0,0,0.93146,3,-3e-05,0.93143,0.93148,0,0.93143,0.6,1,1,0.9,0,0.40625,0.575,1,7,8,0.93165,6,3,1
"1280",1360,"Male","African-American",0.63627,0,0,0,0.93897,3,-3e-05,0.93894,0.93902,0,0.93894,0.9,1,1,0.9,0,0.31667,0.275,9,9,18,0.95957,1,2,1
"1281",1361,"Male","African-American",0.68667,0,0,0,0.93386,5,0,0.93386,0.93386,0,0.93353,0.55,1,1,0.85,0,0.33235,0.55,6,11,17,0.96115,3,2,1
"1282",1362,"Male","Hispanic",0.42886,0,0,0,0.944,11,-0.0015,0.94249,0.94252,0,0.94301,0.55,0,0,0.85,0,0.37857,0.55,1,34,35,0.95085,2,1,3
"1283",1363,"Male","Hispanic",0.51317,0,0,0,0.93774,0,-3e-05,0.93771,0.93779,0,0.93771,0.6,1,2,0.6,0,0.425,0.55,3,1,4,0.94069,1,1,1
"1284",1365,"Male","African-American",0.6731,0,0,0,0.94339,2,-3e-05,0.94337,0.94339,0,0.94337,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.94337,5,2,7
"1285",1366,"Female","Caucasian",0.53929,0,0,0,0.93897,0,0,0.93897,0.93897,0,0.93897,0.6,0,0,0.6,0,0.3,0.3,0,2,2,0.93897,1,1,1
"1286",1367,"Male","African-American",0.63359,0,0,0,0.94178,0,-3e-05,0.94175,0.94178,0,0.94175,0.85,1,2,0.85,0,0.19615,0,8,5,13,0.95957,2,1,1
"1287",1368,"Male","Caucasian",0.69645,0,0,0,0.93517,4,-0.00142,0.93375,0.93427,0,0.93375,0.6,1,5,0.9,0,0.39375,0.55,6,18,24,0.95651,4,4,2
"1288",1369,"Female","Caucasian",0.68006,0,0,1,0.94094,3,-3e-05,0.94091,0.94214,0,0.94091,0.6,0,0,0.9,0,0.55,0.6,0,7,7,0.94091,4,3,1
"1289",1370,"Female","Caucasian",0.43156,0,0,0,0.93951,0,-3e-05,0.93949,0.93951,0,0.93949,0.6,0,0,0.6,0,0.24,0,0,5,5,0.93949,1,1,6
"1290",1371,"Male","African-American",0.56436,0,0,0,0.94946,1,-0.00011,0.94935,0.94938,0,0.94935,0.85,0,0,0.85,0,0.10769,0,2,11,13,0.95845,2,1,5
"1291",1372,"Male","Caucasian",0.7211,0,0,0,0.93296,0,-3e-05,0.93293,0.93296,0,0.93293,0.85,0,0,0.85,0,0.07083,0,8,4,12,0.96227,2,3,1
"1292",1373,"Male","African-American",0.56021,0,0,0,0.94722,1,-3e-05,0.94719,0.94722,0,0.94719,0.85,0,0,0.85,0,0.39,0.55,0,5,5,0.94719,3,2,3
"1293",1374,"Male","African-American",0.60644,3,0,0,0.93083,24,0.00639,0.93722,0.93744,0,0.92848,0.85,0,0,1,0,0.65789,0.85,0,38,38,0.92848,10,8,10
"1294",1375,"Male","Hispanic",0.67416,0,0,0,0.93113,1,-0.00025,0.93088,0.93113,0,0.93088,0.85,0,0,1,0.85,0.9,0.85,0,3,3,0.93088,2,2,1
"1295",1376,"Male","Hispanic",0.67804,0,0,0,0.93946,1,-3e-05,0.93943,0.93949,0,0.93943,0.85,0,0,0.9,0,0.54375,0.575,2,6,8,0.95132,5,4,3
"1296",1377,"Male","African-American",0.57119,0,0,1,0.93107,6,-3e-05,0.93105,0.93203,0,0.93105,0.55,1,1,1,0,0.48318,0.6,1,21,22,0.93345,7,4,5
"1297",1378,"Male","African-American",0.60821,0,0,1,0.94856,0,-3e-05,0.94853,0.94856,0,0.94853,0.85,0,0,0.85,0,0.19273,0,3,8,11,0.9517,3,4,2
"1298",1379,"Male","African-American",0.74027,0,0,0,0.93946,1,0,0.93946,0.93946,0,0.93943,0.85,1,1,0.85,0.6,0.68333,0.6,1,2,3,0.94001,7,6,1
"1299",1380,"Male","African-American",0.4956,0,0,0,0.93075,2,0,0.93075,0.93099,0,0.93075,0.85,1,2,0.9,0.55,0.755,0.85,4,6,10,0.96104,2,2,3
"1300",1381,"Male","Caucasian",0.53792,0,0,0,0.94886,0,-3e-05,0.94883,0.94886,0,0.9488,0.6,0,0,0.6,0,0.3,0.3,0,2,2,0.9488,1,1,1
"1301",1382,"Male","African-American",0.71244,0,0,0,0.93943,0,0,0.93943,0.93946,0,0.93943,0.6,0,0,0.6,0,0.2,0,0,3,3,0.93943,2,4,1
"1302",1383,"Male","Hispanic",0.6581,0,0,0,0.94424,0,-3e-05,0.94421,0.94839,0,0.94421,0.85,0,0,0.85,0,0.43,0.55,0,10,10,0.94421,4,2,2
"1303",1384,"Male","Caucasian",0.43878,0,0,0,0.93654,1,-0.00014,0.9364,0.93651,0,0.80825,0.85,0,0,0.85,0.55,0.65,0.55,0,3,3,0.79595,5,3,8
"1304",1385,"Male","African-American",0.6829,0,0,0,0.939,4,-3e-05,0.93897,0.939,0,0.93897,0.6,1,1,0.85,0,0.36333,0.55,5,10,15,0.96009,2,3,1
"1305",1386,"Male","African-American",0.556,0,0,0,0.94413,0,0,0.94413,0.94416,0,0.94413,0.85,0,0,0.85,0,0.10625,0,1,7,8,0.95203,1,1,1
"1306",1387,"Female","Caucasian",0.60603,0,0,0,0.94574,1,-0.00079,0.94495,0.94531,0,0.94495,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94495,3,2,6
"1307",1388,"Female","Caucasian",0.39214,0,0,0,0.93159,1,-0.00011,0.93148,0.93154,0,0.93148,0.85,1,1,0.85,0,0.475,0.575,2,4,6,0.94345,1,1,1
"1308",1389,"Male","African-American",0.70438,0,0,0,0.94277,0,-3e-05,0.94274,0.94277,0,0.94274,0.6,0,0,0.6,0,0.2,0,2,1,3,0.95503,7,7,5
"1309",1390,"Male","Caucasian",0.75825,0,0,1,0.94323,0,-3e-05,0.9432,0.94323,0,0.9432,0.85,0,0,0.9,0,0.49167,0.6,1,5,6,0.9538,4,6,1
"1310",1393,"Male","African-American",0.47287,0,0,0,0.94047,3,-3e-05,0.94044,0.94047,0,0.94044,0.85,1,6,1,0,0.75,0.85,7,4,11,0.95061,1,1,3
"1311",1394,"Male","Caucasian",0.54038,0,0,0,0.94919,1,-3e-05,0.94916,0.94919,0,0.94916,0.85,0,0,1,0,0.53462,0.85,0,13,13,0.94916,1,2,2
"1312",1395,"Male","African-American",0.74358,0,0,0,0.94602,2,-3e-05,0.94599,0.94602,0,0.94599,0.85,1,4,0.85,0,0.65455,0.6,7,4,11,0.95052,9,6,1
"1313",1396,"Male","African-American",0.63938,0,0,0,0.94126,19,-3e-05,0.94124,0.94165,0,0.94124,0.85,1,2,1,0,0.69889,0.85,6,39,45,0.94798,10,10,8
"1314",1397,"Male","African-American",0.32581,0,0,0,0.93208,3,-3e-05,0.93206,0.93807,0,0.86919,0.55,0,0,0.9,0.4,0.69167,0.725,1,5,6,0.96142,9,1,9
"1315",1398,"Female","Other",0.667,0,0,0,0.94703,0,-3e-05,0.947,0.94703,0,0.947,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.947,2,2,1
"1316",1399,"Male","Caucasian",0.6696,0,0,0,0.93075,2,0,0.93075,0.9308,0,0.93072,0.85,0,0,0.85,0,0.42812,0.55,3,13,16,0.95533,3,3,6
"1317",1400,"Male","Caucasian",0.38258,0,0,0,0.9485,0,-3e-05,0.94848,0.9485,0,0.94848,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94848,1,1,1
"1318",1401,"Male","African-American",0.69118,0,0,0,0.94736,3,-3e-05,0.94733,0.94738,0,0.94733,0.85,0,0,1,0,0.42143,0.275,0,14,14,0.94733,3,2,1
"1319",1402,"Male","African-American",0.49872,0,0,0,0.93736,0,0,0.93736,0.93738,0,0.93736,0.6,0,0,0.6,0,0.08571,0,4,3,7,0.94968,1,1,1
"1320",1403,"Male","African-American",0.7317,0,0,0,0.9379,5,-0.00123,0.93667,0.9379,0,0.93667,1,1,3,1,0,0.55937,0.575,9,7,16,0.95159,10,8,3
"1321",1404,"Male","Caucasian",0.71315,0,0,0,0.94913,0,-3e-05,0.9491,0.94913,0,0.9491,0.9,0,0,0.9,0,0.18889,0,0,9,9,0.9491,2,2,1
"1322",1405,"Male","Other",0.71847,0,0,0,0.94921,1,-3e-05,0.94919,0.94921,0,0.94919,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.94919,3,3,1
"1323",1407,"Male","African-American",0.55879,0,0,0,0.94498,0,-3e-05,0.94495,0.95451,0,0.94495,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.94495,9,4,3
"1324",1408,"Male","African-American",0.68107,0,0,0,0.94113,10,-3e-05,0.9411,0.94113,0,0.9411,0.6,1,1,0.6,0,0.48235,0.6,1,16,17,0.94298,7,5,4
"1325",1409,"Male","Caucasian",0.4432,0,0,0,0.9464,0,0,0.9464,0.9464,0,0.94637,0.6,0,0,0.6,0,0.1,0,0,6,6,0.94637,1,1,1
"1326",1410,"Male","African-American",0.68493,0,0,0,0.93856,1,-8e-05,0.93848,0.93856,0,0.93848,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.91911,2,3,1
"1327",1411,"Female","Hispanic",0.26546,0,0,0,0.94143,0,0,0.94143,0.94143,0,0.9414,0.6,0,0,0.6,0,0.54,0.6,0,10,10,0.9414,1,1,1
"1328",1412,"Male","Hispanic",0.49342,0,0,0,0.94257,0,-3e-05,0.94255,0.94257,0,0.94255,0.6,0,0,0.6,0,0.1,0,0,6,6,0.94255,1,1,2
"1329",1413,"Male","African-American",0.68714,0,0,0,0.94432,4,-3e-05,0.9443,0.94566,0,0.9443,0.85,0,0,0.85,0,0.36333,0.55,0,15,15,0.9443,7,5,2
"1330",1414,"Male","African-American",0.46935,0,0,0,0.94932,0,0,0.94932,0.94932,0,0.9493,0.6,0,0,0.6,0,0.3,0.3,1,3,4,0.96194,2,1,1
"1331",1415,"Male","Hispanic",0.64042,0,0,0,0.94708,1,-3e-05,0.94705,0.94708,0,0.94705,0.85,0,0,0.85,0,0.46667,0.55,0,3,3,0.94705,7,3,1
"1332",1416,"Male","African-American",0.72836,0,0,0,0.94878,3,0,0.94878,0.94878,0,0.92736,0.9,0,0,0.9,0.55,0.78333,0.9,0,3,3,0.91454,6,6,1
"1333",1417,"Male","African-American",0.64878,0,0,0,0.94632,12,0,0.94632,0.94725,0,0.94629,0.6,0,0,0.85,0,0.41853,0.55,2,32,34,0.94954,6,5,5
"1334",1418,"Male","Hispanic",0.50484,0,0,0,0.93383,1,-3e-05,0.93381,0.9373,0,0.93381,0.85,0,0,0.85,0.4,0.625,0.625,0,6,6,0.93381,3,3,6
"1335",1419,"Female","Caucasian",0.63053,0,0,0,0.94077,1,0,0.94077,0.94077,0,0.94077,0.6,0,0,0.6,0,0.24,0,3,2,5,0.94165,1,1,3
"1336",1420,"Male","Caucasian",0.62619,0,0,0,0.94708,2,-3e-05,0.94705,0.94708,0,0.94705,0.85,0,0,0.85,0,0.41667,0.55,0,6,6,0.94705,1,2,2
"1337",1421,"Male","Caucasian",0.71233,0,0,0,0.94763,1,-0.00123,0.9464,0.94643,0,0.9464,0.85,0,0,0.85,0.85,0.85,0.85,0,2,2,0.9464,3,3,1
"1338",1422,"Female","Hispanic",0.68845,0,0,0,0.94203,0,0,0.94203,0.94206,0,0.94203,0.6,1,1,0.6,0.55,0.575,0.575,1,1,2,0.95143,2,2,3
"1339",1423,"Male","Caucasian",0.44943,0,0,0,0.94919,0,-3e-05,0.94916,0.94919,0,0.94916,0.85,0,0,0.85,0,0.29,0,0,5,5,0.94916,1,1,1
"1340",1424,"Male","Caucasian",0.48773,0,0,0,0.93514,4,-0.00158,0.93356,0.93443,0,0.93353,0.85,1,1,0.9,0,0.47917,0.575,6,18,24,0.95394,5,6,3
"1341",1427,"Male","African-American",0.6343,0,0,0,0.9337,14,-3e-05,0.93367,0.93372,0,0.93367,0.85,1,1,0.9,0,0.61176,0.6,2,32,34,0.9594,9,6,9
"1342",1428,"Male","African-American",0.71364,0,0,0,0.934,2,-3e-05,0.93397,0.934,0,0.93397,0.85,0,0,0.9,0.55,0.74615,0.85,0,13,13,0.93397,7,5,1
"1343",1429,"Male","African-American",0.69555,0,0,0,0.94842,5,-3e-05,0.94839,0.94848,0,0.94839,0.85,1,4,0.85,0,0.5225,0.575,21,19,40,0.96099,10,8,7
"1344",1430,"Male","Hispanic",0.49178,0,0,0,0.93779,0,-0.00011,0.93768,0.93771,0,0.93768,0.6,0,0,0.6,0.6,0.6,0.6,0,2,2,0.93768,4,1,1
"1345",1431,"Male","Caucasian",0.70905,0,0,0,0.94186,1,-3e-05,0.94184,0.94186,0,0.94184,0.85,0,0,0.85,0,0.21667,0,0,12,12,0.94184,5,3,1
"1346",1432,"Male","African-American",0.70069,0,0,0,0.94864,2,-3e-05,0.94861,0.94864,0,0.94861,0.85,0,0,0.85,0,0.61875,0.6,0,8,8,0.94861,4,5,1
"1347",1433,"Male","African-American",0.75213,0,0,0,0.93908,1,-3e-05,0.93905,0.94203,0,0.93905,0.85,0,0,0.85,0.55,0.66667,0.6,0,3,3,0.93905,8,7,5
"1348",1435,"Male","African-American",0.70397,0,0,0,0.94206,2,-3e-05,0.94203,0.94206,0,0.94203,0.6,1,2,0.6,0,0.25,0,5,7,12,0.95511,2,3,1
"1349",1436,"Male","African-American",0.7382,1,1,0,0.94569,6,-3e-05,0.94566,0.94572,0,0.94566,0.85,1,1,0.85,0,0.54167,0.6,5,13,18,0.9594,7,5,2
"1350",1437,"Male","Other",0.60635,0,0,0,0.95006,0,-0.00049,0.94957,0.94984,0,0.92528,0.4,0,0,0.4,0,0.2,0.2,0,2,2,0.92528,3,2,4
"1351",1438,"Female","Caucasian",0.69405,0,0,0,0.93061,0,-3e-05,0.93058,0.93061,0,0.93058,0.85,0,0,0.85,0,0.45417,0.55,0,12,12,0.93058,6,6,6
"1352",1439,"Male","Caucasian",0.75697,0,0,0,0.94203,0,-3e-05,0.942,0.94203,0,0.942,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.942,4,6,1
"1353",1440,"Male","African-American",0.65791,0,1,0,0.94192,8,-3e-05,0.94189,0.94263,0,0.92588,0.85,0,0,0.85,0,0.55833,0.6,0,12,12,0.92588,10,8,6
"1354",1441,"Male","African-American",0.66094,0,0,0,0.94919,1,-3e-05,0.94916,0.94921,0,0.94916,0.6,1,1,0.6,0,0.38333,0.55,2,4,6,0.95785,5,3,3
"1355",1442,"Female","African-American",0.70148,0,0,0,0.94375,1,0,0.94375,0.94375,0,0.94268,0.85,0,0,0.85,0.85,0.85,0.85,0,2,2,0.94268,4,4,4
"1356",1443,"Male","African-American",0.51022,0,0,0,0.93703,0,-8e-05,0.93695,0.93697,0,0.93695,0.85,1,1,0.85,0,0.46,0.6,1,4,5,0.94099,5,4,6
"1357",1444,"Male","African-American",0.76333,0,0,0,0.94539,1,-3e-05,0.94536,0.94561,0,0.94536,0.85,0,0,0.85,0.85,0.85,0.85,0,2,2,0.94536,10,10,1
"1358",1445,"Male","African-American",0.6248,0,0,0,0.93023,7,0,0.93023,0.93238,0,0.9302,0.85,1,2,0.9,0,0.685,0.85,6,24,30,0.93566,7,9,9
"1359",1446,"Male","Caucasian",0.60794,0,0,0,0.94107,2,-3e-05,0.94104,0.94107,0,0.94104,0.85,0,0,0.85,0,0.315,0,0,10,10,0.94104,1,2,1
"1360",1447,"Male","Caucasian",0.55335,0,0,0,0.93916,5,-3e-05,0.93913,0.93916,0,0.93913,0.85,0,0,0.85,0,0.16607,0,1,27,28,0.94042,1,1,2
"1361",1448,"Male","Caucasian",0.72735,0,0,0,0.93058,0,0,0.93058,0.93064,0,0.93058,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93058,3,5,1
"1362",1449,"Male","African-American",0.58699,0,0,0,0.94708,0,-3e-05,0.94705,0.9473,0,0.94705,0.85,0,0,0.85,0,0.33333,0.275,0,6,6,0.94705,8,9,8
"1363",1450,"Male","African-American",0.5344,0,0,0,0.94927,15,0.00331,0.95257,0.95446,0,0.9382,0.85,0,0,0.9,0,0.6075,0.6,0,40,40,0.93506,9,7,9
"1364",1451,"Male","Caucasian",0.54043,0,0,0,0.9317,5,0,0.9317,0.93752,0,0.9317,1,0,0,1,0.4,0.76364,0.85,0,11,11,0.93167,7,1,1
"1365",1452,"Female","Caucasian",0.75221,0,1,0,0.942,0,-3e-05,0.94197,0.942,0,0.94197,0.6,1,1,0.6,0,0.38125,0.475,4,4,8,0.94588,5,5,1
"1366",1454,"Male","African-American",0.7079,0,0,1,0.93842,8,-3e-05,0.93839,0.95107,0,0.93839,0.9,0,0,0.9,0,0.636,0.6,0,25,25,0.93839,10,9,4
"1367",1455,"Male","African-American",0.4184,0,0,0,0.93162,0,-3e-05,0.93159,0.93165,0,0.93159,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.93159,1,1,3
"1368",1456,"Male","African-American",0.68741,0,0,0,0.94815,10,-3e-05,0.94812,0.94815,0,0.94812,0.85,1,1,0.85,0,0.32069,0.55,5,24,29,0.95779,6,8,3
"1369",1457,"Male","African-American",0.55049,0,0,0,0.94823,0,-3e-05,0.9482,0.94823,0,0.9482,0.85,0,0,0.85,0,0.28,0,1,4,5,0.95118,3,1,2
"1370",1458,"Male","Caucasian",0.73582,0,0,0,0.93788,0,-0.00011,0.93777,0.93779,0,0.93774,0.55,0,0,0.6,0.07,0.40667,0.55,0,3,3,0.93774,3,5,1
"1371",1459,"Male","African-American",0.58062,0,0,0,0.94995,2,0,0.94995,0.94995,0,0.8893,0.9,0,0,1,0.6,0.80833,0.875,0,6,6,0.8893,5,1,1
"1372",1460,"Female","Hispanic",0.75306,0,0,0,0.94451,0,-3e-05,0.94449,0.94451,0,0.94449,0.6,1,1,0.6,0,0.29167,0.275,4,2,6,0.95667,7,7,1
"1373",1461,"Male","African-American",0.7241,0,0,0,0.93662,2,-3e-05,0.93659,0.93676,0,0.93659,0.85,1,2,0.85,0,0.27391,0,9,14,23,0.96197,6,5,2
"1374",1462,"Male","Hispanic",0.6623,0,0,0,0.93973,1,-0.00025,0.93949,0.93971,0,0.93949,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93949,1,2,2
"1375",1463,"Male","African-American",0.60176,0,0,0,0.939,5,-0.00055,0.93845,0.93897,0,0.93845,0.6,1,3,0.9,0,0.23871,0,5,26,31,0.95353,8,3,7
"1376",1464,"Female","Hispanic",0.72304,0,0,0,0.93982,2,0.00131,0.94113,0.94115,0,0.93493,0.85,1,1,0.85,0,0.27,0,4,11,15,0.95495,6,3,1
"1377",1465,"Male","African-American",0.63067,0,0,0,0.93558,4,-0.00123,0.93435,0.93438,0,0.93435,0.85,0,0,0.85,0,0.17,0,2,13,15,0.94692,3,4,4
"1378",1466,"Male","Hispanic",0.57822,0,0,0,0.94542,0,0,0.94542,0.94544,0,0.94539,0.6,0,0,0.6,0,0.15,0,0,4,4,0.94539,1,1,1
"1379",1467,"Male","African-American",0.6667,0,0,1,0.93613,10,-3e-05,0.9361,0.93673,0,0.9361,0.85,1,1,0.9,0,0.44357,0.55,1,27,28,0.94643,7,5,2
"1380",1469,"Female","Caucasian",0.39671,0,0,0,0.94624,3,-0.00016,0.94607,0.94624,0,0.94607,0.9,0,0,1,0,0.47778,0.7,0,18,18,0.94468,2,1,3
"1381",1470,"Male","African-American",0.42072,0,0,0,0.93222,4,-3e-05,0.93219,0.93435,0,0.93219,0.6,1,6,0.85,0.4,0.65238,0.6,13,8,21,0.9535,5,4,10
"1382",1471,"Male","Caucasian",0.73864,0,0,0,0.93673,2,-3e-05,0.9367,0.93708,0,0.9367,0.6,1,1,0.85,0.4,0.62778,0.6,5,4,9,0.95648,5,6,1
"1383",1472,"Male","Caucasian",0.58158,0,0,0,0.93957,2,-0.00175,0.93782,0.93793,0,0.93782,0.85,0,0,0.9,0,0.25333,0,0,15,15,0.93782,1,1,3
"1384",1473,"Male","African-American",0.69572,0,0,0,0.93105,0,-3e-05,0.93102,0.93105,0,0.93102,0.6,1,1,0.9,0,0.43929,0.575,9,5,14,0.95746,4,3,2
"1385",1474,"Female","African-American",0.75626,0,0,0,0.94126,0,-3e-05,0.94124,0.94126,0,0.94124,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94124,4,6,1
"1386",1476,"Male","African-American",0.76093,0,0,1,0.94645,0,-3e-05,0.94643,0.94673,0,0.94643,0.85,0,0,0.9,0,0.5875,0.725,0,4,4,0.94643,10,10,3
"1387",1477,"Female","Caucasian",0.67799,0,0,0,0.94968,0,-3e-05,0.94965,0.94968,0,0.94965,0.85,0,0,0.85,0.55,0.775,0.85,0,4,4,0.94965,9,7,6
"1388",1478,"Male","Caucasian",0.58974,0,0,0,0.94889,0,-8e-05,0.9488,0.94883,0,0.9488,0.55,0,0,0.55,0.55,0.55,0.55,0,1,1,0.9488,2,2,5
"1389",1479,"Male","African-American",0.44334,0,0,0,0.9376,6,0,0.9376,0.93766,0,0.9376,0.6,1,3,0.9,0,0.46333,0.6,4,11,15,0.95623,1,1,2
"1390",1480,"Male","Caucasian",0.69039,0,0,0,0.94719,4,-3e-05,0.94716,0.94719,0,0.94716,0.85,0,0,0.85,0,0.28077,0,0,13,13,0.94716,4,5,1
"1391",1481,"Male","African-American",0.66752,0,0,0,0.93293,0,-3e-05,0.9329,0.93296,0,0.9329,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.9329,1,2,1
"1392",1482,"Female","African-American",0.72375,0,0,0,0.93971,6,-0.00049,0.93921,0.93971,0,0.93921,0.55,0,0,0.85,0,0.47667,0.55,0,15,15,0.93921,7,5,1
"1393",1483,"Male","African-American",0.60723,0,0,0,0.94072,1,-3e-05,0.94069,0.94094,0,0.94069,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.9335,1,1,1
"1394",1484,"Male","Caucasian",0.63712,0,0,0,0.93878,8,-0.00011,0.93867,0.9387,0,0.93867,0.85,1,2,0.85,0.55,0.70625,0.725,5,11,16,0.957,9,10,10
