"","arrest_date","charge_degree","days_since_compas_arrest","decile_score"
"21606",0.90455,0.6,949,8
"21607",0.87094,0.9,2179,8
"21608",0.92913,0.4,49,8
"21609",0.92913,0.4,49,8
"21610",0.8922,0.4,1401,8
"21611",0.8866,0.4,1606,8
"21612",0.79314,1,5027,8
"21613",0.8922,0.4,1401,8
"21614",0.89468,0.4,1310,8
"21615",0.72582,0.9,7491,8
"21616",0.72582,0.9,7491,8
"21617",0.93044,0.4,1,8
"21618",0.93044,0.4,1,8
"21619",0.93044,0.4,1,8
"21620",0.93044,0.4,1,8
"21621",0.94665,0.4,-592,8
"21622",0.85182,0.85,2879,8
"21623",0.85813,0.85,2648,8
"21624",0.8592,0.85,2609,8
"21625",0.92187,0.55,315,8
"21626",0.95211,0.4,-792,8
"21627",0.826,0.85,3824,8
"21628",0.826,0.55,3824,8
"21629",0.73476,0.9,7164,8
"21630",0.73476,0.85,7164,8
"21631",0.71506,0.9,7885,8
"21632",0.71924,0.9,7732,8
"21633",0.71924,0.85,7732,8
"21634",0.71506,0.85,7885,8
"21635",0.89468,0.85,1310,8
"21636",0.90455,0.85,949,8
"21637",0.88447,0.85,1684,8
"21638",0.88447,0.9,1684,8
"21639",0.94665,0.4,-592,8
"21640",0.94301,0.85,2,10
"21641",0.94301,0.6,2,10
"21642",0.86053,0.85,2952,4
"21643",0.86053,1,2952,4
"21644",0.86053,1,2952,4
"21645",0.86053,1,2952,4
"21646",0.86053,1,2952,4
"21647",0.94115,0.85,1,4
"21648",0.94304,0.85,-68,4
"21649",0.94115,0.6,1,4
"21650",0.94304,0.6,-68,4
"21651",0.86053,1,2952,4
"21652",0.86122,1,2927,4
"21653",0.86581,1,2759,4
"21654",0.86581,0.9,2759,4
"21655",0.86122,0.9,2927,4
"21656",0.86053,1,2952,4
"21657",0.86581,1,2759,4
"21658",0.86053,1,2952,4
"21659",0.86053,1,2952,4
"21660",0.86053,0.85,2952,4
"21661",0.94241,0.6,-45,4
"21662",0.94241,0.6,-45,4
"21663",0.94241,0.6,-45,4
"21664",0.94241,0.55,-45,4
"21665",0.94241,0,-45,4
"21666",0.93471,0.9,1,6
"21667",0.93471,0.55,1,6
"21668",0.93471,0,1,6
"21669",0.94471,0.4,-365,6
"21670",0.94875,0.4,-513,6
"21671",0.93924,0.55,-165,6
"21672",0.94432,0.55,-351,6
"21673",0.94875,0.55,-513,6
"21674",0.93471,0,1,6
"21675",0.93471,0.55,1,6
"21676",0.9282,0.55,537,7
"21677",0.90766,0.6,1289,7
"21678",0.94285,0.6,1,7
"21679",0.91853,0.6,891,7
"21680",0.9599,0.55,-623,7
"21681",0.89731,0.55,1668,7
"21682",0.89479,0.55,1760,7
"21683",0.89479,0,1760,7
"21684",0.89479,0,1760,7
"21685",0.94957,0.55,-245,7
"21686",0.94675,0.6,-142,7
"21687",0.9488,0.6,-217,7
"21688",0.94675,0.6,-142,7
"21689",0.9488,0.6,-217,7
"21690",0.94675,0.55,-142,7
"21691",0.9488,0.55,-217,7
"21692",0.94675,0.6,-142,7
"21693",0.9488,0.6,-217,7
"21694",0.94675,0.55,-142,7
"21695",0.94957,0.55,-245,7
"21696",0.94957,0.6,-245,7
"21697",0.95003,0.55,-262,7
"21698",0.89731,0.6,1668,7
"21699",0.89731,0.6,1668,7
"21700",0.93517,0.6,282,7
"21701",0.9387,0.6,153,7
"21702",0.90031,0.9,1558,7
"21703",0.94714,0.6,1,1
"21704",0.94714,0.6,1,1
"21705",0.94714,0.6,1,1
"21706",0.94714,0,1,1
"21707",0.93129,0.6,1,1
"21708",0.93129,0.6,1,1
"21709",0.93129,0.6,1,1
"21710",0.93129,0.6,1,1
"21711",0.93129,0,1,1
"21712",0.93326,0.85,5,3
"21713",0.93326,0.85,5,3
"21714",0.93326,0.85,5,3
"21715",0.92326,0.6,537,5
"21716",0.9379,0.85,1,5
"21717",0.9379,0.9,1,5
"21718",0.93886,0.85,-34,5
"21719",0.95435,0.55,-601,5
"21720",0.874,0.85,2340,5
"21721",0.88927,0.85,1781,5
"21722",0.89258,0.85,1660,5
"21723",0.88927,0.85,1781,5
"21724",0.874,0.85,2340,5
"21725",0.874,0.85,2340,5
"21726",0.88927,0.85,1781,5
"21727",0.95361,0.55,-574,5
"21728",0.88559,0.6,1916,5
"21729",0.85715,0.9,2965,9
"21730",0.85715,0.9,2965,9
"21731",0.93629,0.9,68,9
"21732",0.95394,0.6,-578,9
"21733",0.93629,0.55,68,9
"21734",0.90075,0.9,1369,9
"21735",0.90441,0.9,1235,9
"21736",0.90075,0.9,1369,9
"21737",0.90075,0.85,1369,9
"21738",0.90075,0.6,1369,9
"21739",0.90441,0.9,1235,9
"21740",0.90075,0.9,1369,9
"21741",0.84917,0.85,3257,9
"21742",0.84917,0.55,3257,9
"21743",0.85635,0.85,2994,9
"21744",0.86212,0.85,2783,9
"21745",0.84917,0.85,3257,9
"21746",0.90441,0.85,1235,9
"21747",0.91435,0.85,871,9
"21748",0.90441,0.6,1235,9
"21749",0.91435,0.6,871,9
"21750",0.90441,0.6,1235,9
"21751",0.85715,0.9,2965,9
"21752",0.85715,0.9,2965,9
"21753",0.85715,0.9,2965,9
"21754",0.85715,0.9,2965,9
"21755",0.89848,0.55,1452,9
"21756",0.81677,0.85,4443,9
"21757",0.81677,0.9,4443,9
"21758",0.8333,0.85,3838,9
"21759",0.81677,0.85,4443,9
"21760",0.93629,0.9,68,9
"21761",0.93629,0.55,68,9
"21762",0.89848,0.55,1452,9
"21763",0.89848,0.55,1452,9
"21764",0.89848,0,1452,9
"21765",0.90206,0.9,1321,9
"21766",0.90441,0.9,1235,9
"21767",0.89572,0.9,1553,9
"21768",0.89572,0.55,1553,9
"21769",0.89572,0,1553,9
"21770",0.89572,0.6,1553,9
"21771",0.84414,0.55,3441,9
"21772",0.89848,0.55,1452,9
"21773",0.89848,0.55,1452,9
"21774",0.89848,0.55,1452,9
"21775",0.89848,0,1452,9
"21776",0.93815,0.85,0,9
"21777",0.95394,0.85,-578,9
"21778",0.93815,0.6,0,9
"21779",0.95394,0.6,-578,9
"21780",0.89253,0.85,1670,9
"21781",0.9423,0.6,-152,9
"21782",0.84491,0.85,3413,9
"21783",0.84414,0.85,3441,9
"21784",0.8333,0.85,3838,9
"21785",0.93853,0.85,1,1
"21786",0.93853,0,1,1
"21787",0.93853,0.85,1,1
"21788",0.93853,0,1,1
"21789",0.93039,0.6,1,2
"21790",0.93039,0.6,1,2
"21791",0.93039,0,1,2
"21792",0.93039,0,1,2
"21793",0.93181,0.4,621,10
"21794",0.94875,0.9,1,10
"21795",0.93263,0.6,1,1
"21796",0.70539,0.85,8319,1
"21797",0.70539,0.85,8319,1
"21798",0.70539,0.6,8319,1
"21799",0.70716,1,8254,1
"21800",0.93178,0.9,1,3
"21801",0.93178,0.9,1,3
"21802",0.93178,0.9,1,3
"21803",0.93178,0.9,1,3
"21804",0.93233,0.85,1,4
"21805",0.90676,0.6,859,5
"21806",0.90676,0.55,859,5
"21807",0.9302,0.9,1,5
"21808",0.9302,0.85,1,5
"21809",0.9302,0.6,1,5
"21810",0.92829,0.9,71,5
"21811",0.92777,0.6,336,7
"21812",0.93102,0.6,217,7
"21813",0.92777,0.6,336,7
"21814",0.93102,0.6,217,7
"21815",0.92777,0.6,336,7
"21816",0.9564,0.6,-712,7
"21817",0.93692,0.85,1,7
"21818",0.9564,0.85,-712,7
"21819",0.93692,0.6,1,7
"21820",0.9564,0.85,-712,7
"21821",0.93692,0.55,1,7
"21822",0.9564,0.6,-712,7
"21823",0.9564,0.6,-712,7
"21824",0.94104,0.85,1,2
"21825",0.94421,0.85,1,9
"21826",0.93036,0.6,519,7
"21827",0.95408,0.6,-349,7
"21828",0.77593,0.6,6172,7
"21829",0.78218,0.85,5943,7
"21830",0.78218,0.6,5943,7
"21831",0.78218,0.6,5943,7
"21832",0.94413,0.55,15,7
"21833",0.94413,0.6,15,7
"21834",0.86993,0.85,2855,10
"21835",0.88952,0.85,2138,10
"21836",0.87586,0.85,2638,10
"21837",0.87843,0.85,2544,10
"21838",0.87949,0.85,2505,10
"21839",0.87949,0.85,2505,10
"21840",0.90556,0.85,1551,10
"21841",0.9479,0.85,1,10
"21842",0.95312,0.85,-190,10
"21843",0.87949,0.85,2505,10
"21844",0.88944,0.85,2141,10
"21845",0.87949,0.6,2505,10
"21846",0.86969,0.6,2864,10
"21847",0.86969,0.55,2864,10
"21848",0.86969,0.55,2864,10
"21849",0.86969,0,2864,10
"21850",0.88944,0,2141,10
"21851",0.88944,0.55,2141,10
"21852",0.9479,0.6,1,10
"21853",0.86245,0.85,3129,10
"21854",0.86993,0.85,2855,10
"21855",0.87586,0.85,2638,10
"21856",0.87843,0.85,2544,10
"21857",0.87949,0.85,2505,10
"21858",0.88952,0.85,2138,10
"21859",0.86245,0.55,3129,10
"21860",0.87586,0,2638,10
"21861",0.87586,0.55,2638,10
"21862",0.87586,0.55,2638,10
"21863",0.87586,0.55,2638,10
"21864",0.88835,0.4,2204,9
"21865",0.95017,0.85,-59,9
"21866",0.94853,0.9,1,9
"21867",0.955,0.85,-236,9
"21868",0.91897,0.6,1083,9
"21869",0.91897,0,1083,9
"21870",0.93763,0.85,3,1
"21871",0.93785,0.55,-30,1
"21872",0.937,0.6,1,1
"21873",0.937,0.85,1,1
"21874",0.94271,0.85,-112,7
"21875",0.96039,0.85,-759,7
"21876",0.77806,0.85,5915,7
"21877",0.78221,0.85,5763,7
"21878",0.77806,0.35,5915,7
"21879",0.77806,0.6,5915,7
"21880",0.8796,0.85,2198,7
"21881",0.77478,0.85,6035,7
"21882",0.77869,0.85,5892,7
"21883",0.78221,0.85,5763,7
"21884",0.93962,0.85,1,7
"21885",0.93962,0.6,1,7
"21886",0.85452,0.55,3116,7
"21887",0.93629,0.85,123,7
"21888",0.93629,0.85,123,7
"21889",0.7488,0.55,6986,7
"21890",0.75295,0.55,6834,7
"21891",0.75046,0.55,6925,7
"21892",0.75729,0.85,6675,7
"21893",0.75729,0.55,6675,7
"21894",0.75729,0.6,6675,7
"21895",0.77431,0.55,6052,7
"21896",0.87195,0.4,2199,2
"21897",0.87195,0.4,2199,2
"21898",0.87878,0.6,1949,2
"21899",0.932,0.85,1,2
"21900",0.8769,0.55,2018,2
"21901",0.8769,0.6,2018,2
"21902",0.86482,0.03,2460,2
"21903",0.891,0.9,1502,2
"21904",0.94711,0.85,0,6
"21905",0.94711,0.6,0,6
"21906",0.88783,0.55,2170,6
"21907",0.93334,0.85,504,6
"21908",0.92782,0.6,205,3
"21909",0.92782,0.6,205,3
"21910",0.89559,0.6,1385,3
"21911",0.89559,0,1385,3
"21912",0.82327,0.85,4032,3
"21913",0.96145,0.85,-1026,3
"21914",0.92782,0.6,205,3
"21915",0.92782,0.6,205,3
"21916",0.92782,0.6,205,3
"21917",0.92782,0.85,205,3
"21918",0.94954,0.9,11,5
"21919",0.94954,0.9,11,5
"21920",0.94976,0.85,3,5
"21921",0.94976,0.85,3,5
"21922",0.94976,0.6,3,5
"21923",0.7261,0.85,7750,4
"21924",0.73241,0.85,7519,4
"21925",0.74904,0.85,6910,4
"21926",0.7261,0.85,7750,4
"21927",0.74904,0.85,6910,4
"21928",0.73241,0.85,7519,4
"21929",0.93665,0.6,43,4
"21930",0.93468,0.6,-66,7
"21931",0.93031,0.85,94,7
"21932",0.94072,0.6,-287,7
"21933",0.94072,0.85,-287,7
"21934",0.93285,0.85,1,7
"21935",0.93468,0.85,-66,7
"21936",0.93618,0.85,-121,7
"21937",0.94074,0.85,-288,7
"21938",0.94372,0.85,-397,7
"21939",0.94837,0.85,-567,7
"21940",0.93285,0.85,1,7
"21941",0.93468,0.85,-66,7
"21942",0.93285,0.6,1,7
"21943",0.93618,0.85,-121,7
"21944",0.94074,0.85,-288,7
"21945",0.94372,0.85,-397,7
"21946",0.94837,0.85,-567,7
"21947",0.92911,0.55,138,7
"21948",0.92777,0.85,187,7
"21949",0.92911,0.85,138,7
"21950",0.93031,0.85,94,7
"21951",0.93285,0.85,1,7
"21952",0.93468,0.85,-66,7
"21953",0.93624,0.85,-123,7
"21954",0.94074,0.85,-288,7
"21955",0.94372,0.85,-397,7
"21956",0.92777,0.85,187,7
"21957",0.92911,0.85,138,7
"21958",0.93031,0.85,94,7
"21959",0.93285,0.85,1,7
"21960",0.93468,0.85,-66,7
"21961",0.93624,0.85,-123,7
"21962",0.94074,0.85,-288,7
"21963",0.94372,0.85,-397,7
"21964",0.94837,0.85,-567,7
"21965",0.94837,0.85,-567,7
"21966",0.93468,0.85,-66,7
"21967",0.93624,0.85,-123,7
"21968",0.94074,0.85,-288,7
"21969",0.94372,0.85,-397,7
"21970",0.94875,0.85,-581,7
"21971",0.94834,0.9,-566,7
"21972",0.93514,0.85,-83,7
"21973",0.94074,0.85,-288,7
"21974",0.94372,0.85,-397,7
"21975",0.94837,0.85,-567,7
"21976",0.93514,0.9,-83,7
"21977",0.95145,0.6,-111,3
"21978",0.9282,0.85,740,3
"21979",0.92842,0.85,732,3
"21980",0.9282,0.6,740,3
"21981",0.92842,0.6,732,3
"21982",0.93531,0.6,480,3
"21983",0.94858,0.85,-6,3
"21984",0.95047,0.85,-75,3
"21985",0.94858,0,-6,3
"21986",0.67744,0.9,9919,3
"21987",0.69932,1,9118,3
"21988",0.95044,0.85,-74,3
"21989",0.95044,0.6,-74,3
"21990",0.94861,0.85,-7,3
"21991",0.94842,0.85,0,3
"21992",0.94861,0.6,-7,3
"21993",0.94842,0.6,0,3
"21994",0.80562,0.85,5227,3
"21995",0.81906,0.85,4735,3
"21996",0.83384,0.85,4194,3
"21997",0.84387,0.85,3827,3
"21998",0.80562,0.55,5227,3
"21999",0.81906,0.55,4735,3
"22000",0.84504,0.85,3784,3
"22001",0.69309,0.35,9346,3
"22002",0.84504,0.55,3784,3
"22003",0.69976,0,9102,3
"22004",0.94878,0.85,5,3
"22005",0.94878,0.85,5,3
"22006",0.94878,0.55,5,3
"22007",0.87154,0.9,2832,3
"22008",0.87154,0.9,2832,3
"22009",0.94039,0.6,42,8
"22010",0.94055,0.6,36,8
"22011",0.94257,0.6,-38,8
"22012",0.96039,0.85,-690,8
"22013",0.94645,0.6,-180,8
"22014",0.94645,0.55,-180,8
"22015",0.94645,0,-180,8
"22016",0.94645,0,-180,8
"22017",0.94055,0.6,36,8
"22018",0.89031,0,1710,8
"22019",0.89742,0.6,1450,8
"22020",0.89031,0.6,1710,8
"22021",0.89031,0.6,1710,8
"22022",0.89742,0.6,1450,8
"22023",0.89925,0.6,1383,8
"22024",0.89742,0.6,1450,8
"22025",0.9181,0.55,693,8
"22026",0.9181,0,693,8
"22027",0.92547,0,423,8
"22028",0.92547,0.55,423,8
"22029",0.92547,0.85,423,8
"22030",0.8763,0.85,2223,8
"22031",0.88253,0.85,1995,8
"22032",0.88253,0.6,1995,8
"22033",0.8763,0.6,2223,8
"22034",0.8763,0,2223,8
"22035",0.8763,0.85,2223,8
"22036",0.91179,0.85,924,8
"22037",0.91179,0,924,8
"22038",0.91179,0,924,8
"22039",0.92547,0.85,423,8
"22040",0.92547,0,423,8
"22041",0.95208,0.6,-551,8
"22042",0.95208,0.6,-551,8
"22043",0.95208,0,-551,8
"22044",0.90056,0.6,1335,8
"22045",0.90056,0.55,1335,8
"22046",0.90056,0,1335,8
"22047",0.861,0.9,2783,8
"22048",0.86906,0.9,2488,8
"22049",0.87133,0.9,2405,8
"22050",0.86198,0.9,2747,8
"22051",0.86466,0.9,2649,8
"22052",0.861,0.6,2783,8
"22053",0.86906,0.6,2488,8
"22054",0.89602,0.4,1501,8
"22055",0.89742,0.4,1450,8
"22056",0.93514,0.85,69,8
"22057",0.93514,0.85,69,8
"22058",0.95208,0.85,-551,8
"22059",0.93514,0.85,69,8
"22060",0.95208,0.85,-551,8
"22061",0.93514,0.85,69,8
"22062",0.93514,0.85,69,8
"22063",0.93514,0.85,69,8
"22064",0.93514,0.6,69,8
"22065",0.93514,0,69,8
"22066",0.93514,0,69,8
"22067",0.95208,0.6,-551,8
"22068",0.93402,0.6,12,1
"22069",0.93402,0.6,12,1
"22070",0.93402,0.55,12,1
"22071",0.93247,0.85,1,2
"22072",0.93247,0.6,1,2
"22073",0.93247,0.6,1,2
"22074",0.93247,0.6,1,2
"22075",0.93247,0.55,1,2
"22076",0.94746,0.9,-104,6
"22077",0.94746,0.85,-104,6
"22078",0.94746,0.6,-104,6
"22079",0.94746,0.6,-104,6
"22080",0.94454,0.6,3,6
"22081",0.9446,0.6,1,6
"22082",0.94667,0.6,-75,6
"22083",0.94667,0.6,-75,6
"22084",0.94667,0.6,-75,6
"22085",0.91454,0.4,719,10
"22086",0.91454,0.4,719,10
"22087",0.92255,0.9,426,10
"22088",0.93561,0.6,-52,10
"22089",0.93913,0.6,-181,10
"22090",0.9046,0.6,1083,10
"22091",0.91834,0.55,580,10
"22092",0.93031,0.55,142,10
"22093",0.9075,0.55,977,10
"22094",0.9075,0,977,10
"22095",0.94886,0.85,-537,10
"22096",0.93708,0.85,1,2
"22097",0.94315,0.9,-472,10
"22098",0.94315,0.9,-472,10
"22099",0.94315,0.85,-472,10
"22100",0.94315,0.85,-472,10
"22101",0.93017,0.55,3,10
"22102",0.93017,0.55,3,10
"22103",0.93017,0,3,10
"22104",0.93727,0.6,-257,10
"22105",0.94315,0.6,-472,10
"22106",0.95052,0.6,-742,10
"22107",0.93023,0.85,1,10
"22108",0.93023,0.6,1,10
"22109",0.93727,0.85,-257,10
"22110",0.94315,0.85,-472,10
"22111",0.93727,0.85,-257,10
"22112",0.93727,0,-257,10
"22113",0.90531,0.6,913,10
"22114",0.91094,0.6,707,10
"22115",0.94656,0.6,46,8
"22116",0.82505,0.6,4494,8
"22117",0.82505,0,4494,8
"22118",0.82505,0.55,4494,8
"22119",0.87643,0.6,2613,8
"22120",0.83444,0.85,4150,8
"22121",0.83444,0,4150,8
"22122",0.83444,0,4150,8
"22123",0.86512,0.9,3027,8
"22124",0.87785,0.9,2561,8
"22125",0.86512,0.85,3027,8
"22126",0.86512,0.35,3027,8
"22127",0.86512,0,3027,8
"22128",0.86512,0.85,3027,8
"22129",0.86512,0.85,3027,8
"22130",0.85742,0.85,3309,8
"22131",0.85742,0.55,3309,8
"22132",0.85742,0.6,3309,8
"22133",0.85742,0,3309,8
"22134",0.85742,0,3309,8
"22135",0.85742,0,3309,8
"22136",0.85742,0,3309,8
"22137",0.85742,0,3309,8
"22138",0.83111,0.85,4272,8
"22139",0.82797,0.55,4387,8
"22140",0.88523,0,2170,5
"22141",0.88523,0.35,2170,5
"22142",0.88523,0.6,2170,5
"22143",0.89496,0.6,1814,5
"22144",0.89772,0,1713,5
"22145",0.90222,0.55,1548,5
"22146",0.89772,0.55,1713,5
"22147",0.94449,0.9,1,5
"22148",0.95164,0.9,-261,5
"22149",0.95063,0.9,-224,5
"22150",0.94449,0.9,1,5
"22151",0.89496,0,1814,5
"22152",0.89496,0.55,1814,5
"22153",0.90222,0,1548,5
"22154",0.90222,0.55,1548,5
"22155",0.90635,0.6,1397,5
"22156",0.90222,0.6,1548,5
"22157",0.89651,0.6,1757,5
"22158",0.90222,0.6,1548,5
"22159",0.90635,0.6,1397,5
"22160",0.89651,0.6,1757,5
"22161",0.90222,0.6,1548,5
"22162",0.90222,0.55,1548,5
"22163",0.89651,0.55,1757,5
"22164",0.89651,0,1757,5
"22165",0.89772,0,1713,5
"22166",0.90222,0.55,1548,5
"22167",0.89772,0.55,1713,5
"22168",0.94591,0.6,-514,4
"22169",0.9502,0.6,-671,4
"22170",0.94591,0.55,-514,4
"22171",0.9502,0.55,-671,4
"22172",0.93187,0.85,0,4
"22173",0.9502,0.85,-671,4
"22174",0.93187,0.6,0,4
"22175",0.9502,0.6,-671,4
"22176",0.93187,0,0,4
"22177",0.93187,0,0,4
"22178",0.94175,0.85,4,1
"22179",0.93066,0.55,472,4
"22180",0.94353,0.6,1,4
"22181",0.75454,0.85,6447,7
"22182",0.77494,0.85,5700,7
"22183",0.77494,0.6,5700,7
"22184",0.76426,0.85,6091,7
"22185",0.71121,0.9,8033,7
"22186",0.71121,0.6,8033,7
"22187",0.76426,0.85,6091,7
"22188",0.90386,0.55,981,7
"22189",0.75454,0.85,6447,7
"22190",0.93064,0.85,1,7
"22191",0.93064,0.85,1,7
"22192",0.93064,0.6,1,7
"22193",0.94178,0.85,2,1
"22194",0.94178,0.85,2,1
"22195",0.94277,0.9,1,3
"22196",0.95473,0.85,-437,3
"22197",0.95473,0.85,-437,3
"22198",0.95473,0.6,-437,3
"22199",0.95473,0.55,-437,3
"22200",0.87477,0.55,2484,9
"22201",0.87477,0,2484,9
"22202",0.87477,0.55,2484,9
"22203",0.90785,0.85,1273,9
"22204",0.91359,0.85,1063,9
"22205",0.90785,0.55,1273,9
"22206",0.91359,0.55,1063,9
"22207",0.90785,0.6,1273,9
"22208",0.91359,0.6,1063,9
"22209",0.95498,0.6,-452,9
"22210",0.95498,0.6,-452,9
"22211",0.9426,0.9,1,9
"22212",0.9426,0.85,1,9
"22213",0.94454,0.85,0,1
"22214",0.94454,0.85,0,1
"22215",0.94659,0.55,-75,1
"22216",0.93809,0.6,236,1
"22217",0.93782,0.6,1,1
"22218",0.82849,0.85,4388,1
"22219",0.94798,1,14,1
"22220",0.93443,0.85,510,1
"22221",0.93443,0.85,510,1
"22222",0.93443,0.85,510,1
"22223",0.93443,0.85,510,1
"22224",0.93443,0.85,510,1
"22225",0.93443,0.85,510,1
"22226",0.93443,0.85,510,1
"22227",0.93443,0.85,510,1
"22228",0.93443,0.85,510,1
"22229",0.93443,0.85,510,1
"22230",0.93443,0.85,510,1
"22231",0.9435,0.6,1,1
"22232",0.9175,0.6,686,2
"22233",0.93566,0.6,21,2
"22234",0.94547,0.6,-338,2
"22235",0.94473,0.6,-311,2
"22236",0.9175,0.4,686,2
"22237",0.93621,0.6,1,2
"22238",0.93913,0.85,1,1
"22239",0.87714,0.85,2270,1
"22240",0.87714,0.6,2270,1
"22241",0.93279,0.85,1,4
"22242",0.93279,0.6,1,4
"22243",0.87764,0.85,2003,2
"22244",0.87764,0.9,2003,2
"22245",0.87764,0.85,2003,2
"22246",0.87764,0.6,2003,2
"22247",0.87764,0.85,2003,2
"22248",0.93233,0.9,1,2
"22249",0.93233,0.9,1,2
"22250",0.90968,0.6,830,2
"22251",0.93364,0.85,0,5
"22252",0.93367,0.85,1,1
"22253",0.95129,0.85,-644,1
"22254",0.93367,0.85,1,1
"22255",0.95129,0.85,-644,1
"22256",0.93367,0.85,1,1
"22257",0.95129,0.85,-644,1
"22258",0.93367,0.85,1,1
"22259",0.95129,0.85,-644,1
"22260",0.93367,0.85,1,1
"22261",0.93367,0.85,1,1
"22262",0.93367,0.85,1,1
"22263",0.93367,0.85,1,1
"22264",0.93367,0.85,1,1
"22265",0.93367,0.85,1,1
"22266",0.93367,0.85,1,1
"22267",0.93367,0.85,1,1
"22268",0.93367,0.85,1,1
"22269",0.95129,0.85,-644,1
"22270",0.95129,0.85,-644,1
"22271",0.95129,0.85,-644,1
"22272",0.95129,0.85,-644,1
"22273",0.95129,0.85,-644,1
"22274",0.95129,0.85,-644,1
"22275",0.95129,0.85,-644,1
"22276",0.93367,0.85,1,1
"22277",0.93367,0.85,1,1
"22278",0.95129,0.85,-644,1
"22279",0.9382,0.85,1,2
"22280",0.9382,0.85,1,2
"22281",0.93159,0.6,1,1
"22282",0.93624,0.6,1,2
"22283",0.93624,0.6,1,2
"22284",0.83103,0.55,3852,2
"22285",0.89681,0.85,1704,7
"22286",0.89681,0,1704,7
"22287",0.94334,0.85,1,7
"22288",0.94334,0.55,1,7
"22289",0.82016,0.85,4510,7
"22290",0.82016,0.6,4510,7
"22291",0.87329,0.6,2565,7
"22292",0.87329,0.6,2565,7
"22293",0.9441,0.6,-27,7
"22294",0.86944,0.6,2706,7
"22295",0.86922,0.6,2714,7
"22296",0.86922,0.55,2714,7
"22297",0.86922,0,2714,7
"22298",0.93473,0,316,7
"22299",0.91594,0.85,1004,7
"22300",0.93473,0.85,316,7
"22301",0.83409,0.85,4000,7
"22302",0.83409,0.85,4000,7
"22303",0.83409,0.85,4000,7
"22304",0.83409,0.6,4000,7
"22305",0.83409,0,4000,7
"22306",0.8313,0.9,4102,7
"22307",0.83409,0.9,4000,7
"22308",0.82218,0.9,4436,7
"22309",0.83409,0.85,4000,7
"22310",0.8313,0.85,4102,7
"22311",0.82218,0.85,4436,7
"22312",0.89201,0.85,1535,6
"22313",0.88717,0.85,1712,6
"22314",0.88717,0.6,1712,6
"22315",0.88717,0.6,1712,6
"22316",0.79292,0.85,5162,6
"22317",0.79292,0.6,5162,6
"22318",0.84248,0.85,3348,6
"22319",0.84155,0.85,3382,6
"22320",0.84155,0.6,3382,6
"22321",0.86958,0.6,2356,6
"22322",0.87542,0.6,2142,6
"22323",0.88141,0.55,1923,6
"22324",0.87542,0.6,2142,6
"22325",0.84248,0.85,3348,6
"22326",0.84248,0.6,3348,6
"22327",0.83458,0.85,3637,6
"22328",0.72383,0.85,7691,6
"22329",0.72383,0.6,7691,6
"22330",0.69725,0.85,8664,6
"22331",0.69725,0.6,8664,6
"22332",0.77828,0.85,5698,6
"22333",0.77828,0.55,5698,6
"22334",0.77828,0.55,5698,6
"22335",0.82699,0.85,3915,6
"22336",0.81753,0.85,4261,6
"22337",0.81753,0.6,4261,6
"22338",0.80674,0.85,4656,6
"22339",0.77828,0.85,5698,6
"22340",0.77828,0.55,5698,6
"22341",0.93391,0.85,1,6
"22342",0.94285,0.85,-326,6
"22343",0.94285,0.85,-326,6
"22344",0.95113,0.85,-629,6
"22345",0.93391,0.6,1,6
"22346",0.71648,0.85,7960,6
"22347",0.71648,0.6,7960,6
"22348",0.79797,0.9,4977,6
"22349",0.66695,0.9,9773,6
"22350",0.67512,0.9,9474,6
"22351",0.70498,0.9,8381,6
"22352",0.70498,0.6,8381,6
"22353",0.86466,0.85,2902,10
"22354",0.93514,0.6,322,10
"22355",0.93749,0.6,236,10
"22356",0.94192,0.9,74,10
"22357",0.93096,0.9,475,10
"22358",0.93096,0.85,475,10
"22359",0.85089,0.55,3406,10
"22360",0.85089,0,3406,10
"22361",0.85089,0,3406,10
"22362",0.86368,0.9,2938,10
"22363",0.85234,1,3353,10
"22364",0.86368,1,2938,10
"22365",0.83862,1,3855,10
"22366",0.86368,1,2938,10
"22367",0.85234,1,3353,10
"22368",0.83862,1,3855,10
"22369",0.94137,0.6,1,5
"22370",0.78743,0.85,5288,8
"22371",0.78743,0.55,5288,8
"22372",0.78743,0.6,5288,8
"22373",0.78743,0.55,5288,8
"22374",0.93053,0.85,50,8
"22375",0.93768,0.85,-212,8
"22376",0.95238,0.85,-750,8
"22377",0.93053,0.6,50,8
"22378",0.93053,0.6,50,8
"22379",0.92995,0.85,71,8
"22380",0.73243,0.85,7301,8
"22381",0.69315,0.85,8739,8
"22382",0.69315,0.6,8739,8
"22383",0.92266,0.85,338,8
"22384",0.91984,0.85,441,8
"22385",0.91105,0.85,763,8
"22386",0.67206,0.9,9511,8
"22387",0.67351,0.9,9458,8
"22388",0.67206,0.85,9511,8
"22389",0.78759,0.85,5282,8
"22390",0.78759,0.9,5282,8
"22391",0.93768,0.85,-212,8
"22392",0.95238,0.85,-750,8
"22393",0.88059,0.85,1878,8
"22394",0.88059,0.55,1878,8
"22395",0.79174,0.6,5130,8
"22396",0.79174,0.85,5130,8
"22397",0.78743,0.85,5288,8
"22398",0.79106,0.6,5155,8
"22399",0.83688,0.85,3478,8
"22400",0.82999,0.85,3730,8
"22401",0.82682,0.85,3846,8
"22402",0.81393,0.85,4318,8
"22403",0.92266,0.6,338,8
"22404",0.92266,0.85,338,8
"22405",0.71681,0.55,7873,8
